TIMESTAMP,TA_F,TA_F_QC,SW_IN_POT,SW_IN_F,SW_IN_F_QC,LW_IN_F,LW_IN_F_QC,VPD_F,VPD_F_QC,PA_F,PA_F_QC,P_F,P_F_QC,WS_F,WS_F_QC,USTAR,USTAR_QC,NETRAD,NETRAD_QC,SW_OUT,SW_OUT_QC,LW_OUT,LW_OUT_QC,CO2_F_MDS,CO2_F_MDS_QC,TS_F_MDS_1,TS_F_MDS_1_QC,SWC_F_MDS_1,SWC_F_MDS_1_QC,G_F_MDS,G_F_MDS_QC,LE_F_MDS,LE_F_MDS_QC,LE_CORR,LE_CORR_25,LE_CORR_75,LE_RANDUNC,H_F_MDS,H_F_MDS_QC,H_CORR,H_CORR_25,H_CORR_75,H_RANDUNC,NEE_VUT_REF,NEE_VUT_REF_QC,NEE_VUT_REF_RANDUNC,NEE_VUT_25,NEE_VUT_50,NEE_VUT_75,NEE_VUT_25_QC,NEE_VUT_50_QC,NEE_VUT_75_QC,RECO_NT_VUT_REF,RECO_NT_VUT_25,RECO_NT_VUT_50,RECO_NT_VUT_75,GPP_NT_VUT_REF,GPP_NT_VUT_25,GPP_NT_VUT_50,GPP_NT_VUT_75,RECO_DT_VUT_REF,RECO_DT_VUT_25,RECO_DT_VUT_50,RECO_DT_VUT_75,GPP_DT_VUT_REF,GPP_DT_VUT_25,GPP_DT_VUT_50,GPP_DT_VUT_75,RECO_SR,RECO_SR_N
20080121,19.088,0.0,499.734,355.903,0.0,316.865,0.0,12.291,0.0,100.783,0.0,0.0,0.0,2.815,0.0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,1.0,37.1483,0.0,49.6815,-9999,-9999,-9999,8.47644,0.0,11.2569,-9999,-9999,-9999,-0.0233986,0.0,-9999,-0.0557336,-0.0233986,0.0750411,0.0,0.0,0.0,2.10087,1.9391,1.98344,2.1292,1.96517,1.85539,1.96517,2.12427,3.68329,3.1134,3.28288,6.42698,1.7137,1.46905,1.54423,3.15231,-9999,-9999
20080122,20.878,0.0,498.426,354.302,0.0,328.178,0.0,13.859,0.0,100.956,0.0,0.0,0.0,2.045,0.0,-9999,0.0,-9999,0.0,-9999,0.0,-9999,0.0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,1.0,32.5118,0.0,43.633,-9999,-9999,-9999,18.2072,0.0,24.2648,-9999,-9999,-9999,-0.158664,0.0,-9999,-0.213991,-0.129097,-0.0850691,0.0,0.0,0.0,2.26708,2.06721,2.13592,2.27496,2.29478,2.1623,2.26024,2.42574,4.41797,3.73441,3.93769,7.70893,1.55058,1.28725,1.3647,3.1469,-9999,-9999
20080123,23.986,0.0,497.073,354.019,0.0,343.065,0.0,20.071,0.0,100.943,0.0,0.0,0.0,1.314,0.0,-9999,0.0,-9999,0.0,-9999,0.0,-9999,0.0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,1.0,38.3904,0.0,51.8407,-9999,-9999,-9999,11.2712,0.0,15.0616,-9999,-9999,-9999,0.222446,0.0,-9999,0.202657,0.240296,0.307448,0.0,0.0,0.0,2.5589,2.32839,2.40086,2.5589,2.15059,2.00228,2.15059,2.32026,5.82073,4.92014,5.18796,10.1566,0.966248,0.686924,0.774256,3.15385,-9999,-9999
20080124,24.071,0.0,495.678,205.864,0.0,384.871,0.0,17.761,0.0,100.984,0.0,0.059,0.0,1.943,0.0,-9999,0.0,-9999,0.0,-9999,0.0,-9999,0.0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,1.0,37.1483,0.0,50.2968,-9999,-9999,-9999,8.47644,0.0,11.3574,-9999,-9999,-9999,-0.0233986,0.0,-9999,-0.0557336,-0.0233986,0.0750411,0.0,0.0,0.0,2.55951,2.33071,2.40499,2.55951,2.38862,2.25075,2.39006,2.58291,5.65626,4.78111,5.04136,9.86962,1.09261,0.74998,0.863189,2.93438,-9999,-9999
20080125,26.633,0.0,494.241,294.756,0.0,383.789,0.0,22.656,0.0,100.705,0.0,0.0,0.0,1.329,0.0,-9999,0.0,-9999,0.0,-9999,0.0,-9999,0.0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,1.0,32.5118,0.0,44.2888,-9999,-9999,-9999,18.2072,0.0,24.4609,-9999,-9999,-9999,-0.158664,0.0,-9999,-0.213991,-0.129097,-0.0850691,0.0,0.0,0.0,2.80637,2.53868,2.61193,2.80637,2.79327,2.65681,2.75173,2.96503,6.98642,5.71307,6.18636,12.1906,0.765862,0.484747,0.577217,3.08267,-9999,-9999
20080126,27.168,0.0,492.762,288.008,0.0,381.478,0.0,23.924,0.0,100.323,0.0,0.0,0.0,1.582,0.0,-9999,0.0,-9999,0.0,-9999,0.0,-9999,0.0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,1.0,38.3904,0.0,52.6689,-9999,-9999,-9999,11.2712,0.0,15.2535,-9999,-9999,-9999,0.222446,0.0,-9999,0.202657,0.240296,0.307448,0.0,0.0,0.0,2.85788,2.57901,2.65746,2.85788,2.42703,2.23618,2.42703,2.61849,7.28372,5.95619,6.44962,12.7094,0.663062,0.404025,0.488686,3.0634,-9999,-9999
20080127,23.271,0.0,491.241,343.673,0.0,344.134,0.0,16.256,0.0,100.472,0.0,0.0,0.0,2.967,0.0,-9999,0.0,-9999,0.0,-9999,0.0,-9999,0.0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,1.0,37.1483,0.0,51.3248,-9999,-9999,-9999,8.47644,0.0,11.5548,-9999,-9999,-9999,-0.0233986,0.0,-9999,-0.0557336,-0.0233986,0.0750411,0.0,0.0,0.0,2.48401,2.26308,2.33844,2.48401,2.31882,2.18512,2.32131,2.50741,5.29286,4.47394,4.71747,9.23553,1.20245,0.886489,0.985332,3.11131,-9999,-9999
20080128,22.695,0.0,489.678,343.84,0.0,340.067,0.0,16.499,0.0,100.793,0.0,0.0,0.0,1.533,0.0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,1.0,32.5118,0.0,45.239,-9999,-9999,-9999,18.2072,0.0,24.9131,-9999,-9999,-9999,-0.158664,0.0,-9999,-0.213991,-0.129097,-0.0850691,0.0,0.0,0.0,2.43677,2.21977,2.29415,2.43677,2.4516,2.29893,2.41497,2.59543,5.21216,4.40573,4.64555,9.09472,1.25301,0.973804,1.05581,3.11564,-9999,-9999
20080129,24.995,0.0,488.073,331.519,0.0,356.541,0.0,21.248,0.0,100.835,0.0,0.0,0.0,1.878,0.0,-9999,0.0,-9999,0.0,-9999,0.0,-9999,0.0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,1.0,38.3904,0.0,53.5567,-9999,-9999,-9999,11.2712,0.0,15.4215,-9999,-9999,-9999,0.222446,0.0,-9999,0.202657,0.240296,0.307448,0.0,0.0,0.0,2.65314,2.40845,2.47669,2.65314,2.2377,2.07621,2.2377,2.41431,6.2701,5.29998,5.55207,10.9407,0.925945,0.646792,0.73489,3.11316,-9999,-9999
20080130,27.417,0.0,486.429,296.231,0.0,387.957,0.0,24.479,0.0,100.623,0.0,0.0,0.0,1.895,0.0,-9999,0.0,-9999,0.0,-9999,0.0,-9999,0.0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,1.0,37.1483,0.0,51.763,-9999,-9999,-9999,8.47644,0.0,11.5837,-9999,-9999,-9999,-0.0233986,0.0,-9999,-0.0557336,-0.0233986,0.0750411,0.0,0.0,0.0,2.882,2.59743,2.6788,2.882,2.68724,2.52769,2.68266,2.9054,7.41306,6.06195,6.56414,12.9351,0.660531,0.401467,0.486049,3.02866,-9999,-9999
