TIMESTAMP,TA_F,TA_F_QC,SW_IN_POT,SW_IN_F,SW_IN_F_QC,LW_IN_F,LW_IN_F_QC,VPD_F,VPD_F_QC,PA_F,PA_F_QC,P_F,P_F_QC,WS_F,WS_F_QC,USTAR,USTAR_QC,NETRAD,NETRAD_QC,CO2_F_MDS,CO2_F_MDS_QC,TS_F_MDS_1,TS_F_MDS_1_QC,SWC_F_MDS_1,SWC_F_MDS_2,SWC_F_MDS_1_QC,SWC_F_MDS_2_QC,G_F_MDS,G_F_MDS_QC,LE_F_MDS,LE_F_MDS_QC,LE_CORR,LE_CORR_25,LE_CORR_75,LE_RANDUNC,H_F_MDS,H_F_MDS_QC,H_CORR,H_CORR_25,H_CORR_75,H_RANDUNC,NEE_VUT_REF,NEE_VUT_REF_QC,NEE_VUT_REF_RANDUNC,NEE_VUT_25,NEE_VUT_50,NEE_VUT_75,NEE_VUT_25_QC,NEE_VUT_50_QC,NEE_VUT_75_QC,RECO_NT_VUT_REF,RECO_NT_VUT_25,RECO_NT_VUT_50,RECO_NT_VUT_75,GPP_NT_VUT_REF,GPP_NT_VUT_25,GPP_NT_VUT_50,GPP_NT_VUT_75,RECO_DT_VUT_REF,RECO_DT_VUT_25,RECO_DT_VUT_50,RECO_DT_VUT_75,GPP_DT_VUT_REF,GPP_DT_VUT_25,GPP_DT_VUT_50,GPP_DT_VUT_75,RECO_SR,RECO_SR_N
20070622,15.997,1.0,486.564,189.862,1.0,339.014,0.0,3.951,1.0,98.859,1.0,0.2,1.0,1.765,1.0,0.227881027027,0.770833333333,70.0642916667,1.0,391.761,1.0,16.463,1.0,29.944,28.2,1.0,1.0,-8.72811,3.0,91.9149,1.0,88.2684,-9999,-9999,3.36863,-12.4207,1.0,-11.9279,-9999,-9999,2.22479,-8.74571,1.0,0.331988,-8.77038,-8.74115,-8.68286,1.0,1.0,1.0,3.82283,3.82271,3.93621,3.98458,12.5968,12.5539,12.6198,12.7258,3.19311,3.22262,3.37618,3.55165,12.7272,12.482,12.6588,12.7567,-9999,-9999
20070623,15.677,1.0,486.475,180.6,1.0,337.684,0.0,3.316,1.0,98.849,1.0,6.7,1.0,2.647,0.895833,0.291498615385,0.8125,59.247212766,0.979166666667,384.367,1.0,15.919,1.0,29.805,28.178,1.0,1.0,-4.06631,3.0,96.1312,1.0,92.4284,-9999,-9999,3.21996,-15.4557,1.0,-14.8604,-9999,-9999,2.342,-7.77383,1.0,0.335842,-7.78301,-7.76436,-7.7326,1.0,1.0,1.0,3.76108,3.76108,3.85943,3.91986,11.5311,11.4679,11.5862,11.7297,3.28629,3.32722,3.57361,3.70763,12.0936,11.8433,12.0173,12.1515,-9999,-9999
20070624,17.644,1.0,486.325,199.933,1.0,342.466,0.0,5.683,1.0,99.032,1.0,1.5,1.0,1.922,0.979167,0.209775636364,0.916666666667,88.8623958333,1.0,374.532,1.0,16.11,1.0,30.241,28.293,1.0,1.0,-15.9937,3.0,95.005,1.0,91.726,-9999,-9999,3.48088,-19.0216,1.0,-18.3651,-9999,-9999,2.11758,-10.1152,0.958333,0.338576,-10.0867,-10.0295,-9.98107,1.0,0.9375,0.9375,4.01433,3.95817,4.04575,4.07157,14.2201,13.9326,14.0704,14.1571,3.59859,3.74348,3.86848,3.99345,13.6967,13.5112,13.6109,13.769,-9999,-9999
20070625,16.621,1.0,486.112,172.252,1.0,339.608,0.0,4.065,1.0,98.215,1.0,9.4,1.0,2.777,0.666667,0.326497076923,0.541666666667,48.47375,1.0,381.658,1.0,16.25,1.0,32.149,28.68,1.0,1.0,-8.72811,3.0,95.9669,1.0,92.7654,-9999,-9999,3.50807,-24.3762,1.0,-23.563,-9999,-9999,2.22226,-7.42086,1.0,0.316794,-7.46238,-7.43034,-7.3772,1.0,1.0,1.0,3.80234,3.74885,3.80658,3.82246,11.2588,11.1381,11.2362,11.2712,3.68211,3.77964,3.83645,3.86597,11.4419,11.4024,11.4376,11.4869,-9999,-9999
20070626,12.811,1.0,485.837,169.075,1.0,344.337,0.0,2.868,1.0,98.009,1.0,2.3,1.0,3.806,1.0,0.402036780488,0.854166666667,53.7386875,1.0,382.321,1.0,14.583,1.0,32.389,29.056,1.0,1.0,-4.06631,3.0,100.488,1.0,97.2415,-9999,-9999,3.6218,-7.76954,1.0,-7.51854,-9999,-9999,2.07408,-8.55961,1.0,0.337001,-8.60634,-8.5636,-8.49831,1.0,1.0,1.0,3.19866,3.18544,3.21569,3.26352,11.7023,11.6917,11.8036,11.8506,3.36997,3.33132,3.36382,3.37499,11.5241,11.4981,11.5358,11.5719,-9999,-9999
20070627,12.797,1.0,485.5,257.471,1.0,314.104,0.0,4.721,1.0,98.654,1.0,0.0,1.0,3.358,1.0,0.357804891304,0.958333333333,109.958458333,1.0,381.464,1.0,13.483,1.0,31.639,28.052,1.0,1.0,-15.9937,3.0,131.359,1.0,127.253,-9999,-9999,3.59514,0.303308,1.0,0.293828,-9999,-9999,2.32189,-10.7183,1.0,0.363002,-10.7107,-10.6987,-10.6948,1.0,1.0,1.0,3.19816,3.19179,3.24511,3.27022,13.8965,13.8884,13.9372,13.9768,3.28265,3.27951,3.30423,3.39312,15.1101,15.0511,15.086,15.1325,-9999,-9999
20070628,14.179,1.0,485.102,200.154,1.0,334.264,0.0,4.51,1.0,98.976,1.0,0.2,1.0,2.957,1.0,0.320627333333,1.0,80.61225,1.0,379.352,1.0,13.775,1.0,30.847,26.755,1.0,1.0,-8.72811,3.0,105.61,1.0,101.843,-9999,-9999,3.75597,-8.17453,1.0,-7.88299,-9999,-9999,2.20833,-9.56341,1.0,0.351548,-9.62168,-9.58233,-9.5682,1.0,1.0,1.0,3.4201,3.41303,3.4679,3.51486,13.0229,12.995,13.0229,13.1095,3.45264,3.47765,3.55132,3.73338,13.27,13.1485,13.2019,13.3455,-9999,-9999
20070629,14.925,1.0,484.643,137.404,1.0,346.699,0.0,3.728,1.0,99.11,0.979167,0.1,1.0,3.287,1.0,0.347263717391,0.958333333333,39.7392291667,1.0,381.687,1.0,14.065,1.0,30.289,26.651,1.0,1.0,-4.06631,3.0,78.5714,1.0,75.3424,-9999,-9999,3.5839,-23.991,1.0,-23.0051,-9999,-9999,2.27834,-6.60653,1.0,0.311163,-6.74859,-6.68251,-6.66373,1.0,1.0,1.0,3.62485,3.60414,3.66447,3.72088,10.3055,10.3055,10.3575,10.4311,3.71001,3.74706,3.83626,4.16025,10.4284,10.2322,10.3041,10.4976,-9999,-9999
20070630,16.775,1.0,484.122,134.54,1.0,363.176,0.0,4.302,1.0,99.322,1.0,0.0,1.0,2.492,1.0,0.26506187234,0.979166666667,55.78275,1.0,380.65,1.0,14.759,1.0,29.857,26.582,1.0,1.0,-15.9937,3.0,69.2306,1.0,65.8779,-9999,-9999,3.98582,-18.21,1.0,-17.3281,-9999,-9999,2.29061,-7.29508,1.0,0.358786,-7.25799,-7.2289,-7.17975,1.0,1.0,1.0,4.01975,3.94805,4.02699,4.07511,11.2841,11.1748,11.267,11.3046,4.17515,4.26583,4.51073,4.85204,10.9584,10.6009,10.7947,11.0038,-9999,-9999
20070701,19.793,1.0,483.541,256.121,1.0,364.026,0.0,7.245,1.0,98.755,1.0,0.0,1.0,2.744,1.0,0.307020681818,0.916666666667,118.150041667,1.0,374.514,1.0,16.348,1.0,29.463,26.501,1.0,1.0,-8.72811,3.0,123.076,1.0,115.954,-9999,-9999,4.09673,-19.4497,0.979167,-18.3241,-9999,-9999,2.14798,-8.81048,0.979167,0.344162,-8.93317,-8.8663,-8.77725,0.979167,0.979167,1.0,4.63193,4.42132,4.52766,4.65625,13.5369,13.2399,13.2986,13.5573,5.12583,5.20367,6.09507,6.23926,14.8712,14.3172,14.8712,14.9866,-9999,-9999
20070702,16.75,1.0,482.899,205.561,1.0,343.707,0.0,4.354,1.0,98.568,1.0,1.7,1.0,2.225,1.0,0.240552533333,0.9375,78.1348125,1.0,377.295,1.0,16.265,1.0,28.84,26.424,1.0,1.0,-4.06631,3.0,100.572,1.0,94.138,-9999,-9999,3.79064,-7.24321,1.0,-6.77985,-9999,-9999,2.34638,-9.17935,0.979167,0.364237,-9.2934,-9.24781,-9.17935,0.979167,0.979167,0.979167,4.22898,4.14019,4.23806,4.31506,13.5396,13.35,13.4161,13.5614,4.85534,4.93065,5.65503,5.79494,14.6888,14.1154,14.5962,14.8987,-9999,-9999
20070703,14.906,1.0,482.197,126.355,1.0,349.335,0.0,2.985,1.0,98.257,1.0,2.1,1.0,2.098,1.0,0.23576527907,0.895833333333,28.5521666667,1.0,376.25,1.0,15.104,1.0,28.536,26.328,1.0,1.0,-15.9937,3.0,66.0191,1.0,61.4373,-9999,-9999,3.78643,-17.1804,1.0,-15.9881,-9999,-9999,2.13673,-6.45067,1.0,0.336575,-6.45595,-6.36575,-6.30342,1.0,1.0,1.0,4.01954,3.9334,4.03946,4.17386,10.3734,10.2368,10.4848,10.5785,4.64274,4.64982,5.19748,5.62434,11.5101,11.032,11.3743,11.5071,-9999,-9999
20070704,13.455,0.895833,481.435,161.45,0.895833,338.563,0.0,2.066,0.895833,98.363,0.854167,17.254,0.854167,3.142,0.708333,0.303390655172,0.604166666667,25.8009512195,0.854166666667,381.332,0.875,14.45,0.895833,29.747,27.574,0.895833,0.895833,-8.72811,3.0,82.6533,0.875,76.381,-9999,-9999,3.38201,-8.58031,0.916667,-7.92919,-9999,-9999,2.04468,-7.53289,0.875,0.343071,-7.59863,-7.52909,-7.473,0.875,0.875,0.875,3.83776,3.82864,3.91559,4.01368,11.3161,11.3028,11.4491,11.6045,4.22488,4.21869,4.56233,4.92251,12.7995,12.4048,12.6886,12.9235,-9999,-9999
20070705,14.655,1.0,480.613,162.137,1.0,350.316,0.0,2.527,1.0,98.927,1.0,6.1,1.0,3.503,1.0,0.381926410256,0.8125,47.1365208333,1.0,379.357,1.0,14.395,1.0,34.131,30.069,1.0,1.0,-4.06631,3.0,89.3794,1.0,81.2888,-9999,-9999,3.70949,-16.8712,1.0,-15.3441,-9999,-9999,2.18398,-8.42345,1.0,0.346335,-8.44775,-8.43085,-8.41332,1.0,1.0,1.0,4.10086,4.04169,4.1336,4.24564,12.5492,12.5299,12.5652,12.648,4.05327,4.07014,4.24353,4.28529,12.5132,12.3785,12.4655,12.5326,-9999,-9999
20070706,15.935,1.0,479.733,179.084,1.0,353.168,0.0,5.837,1.0,98.835,1.0,0.2,1.0,4.981,1.0,0.535526204545,0.916666666667,70.5476458333,1.0,377.371,1.0,14.302,1.0,33.434,30.335,1.0,1.0,-15.9937,3.0,126.481,1.0,113.293,-9999,-9999,3.92327,-30.4113,1.0,-27.2405,-9999,-9999,2.38937,-8.69369,1.0,0.38312,-8.69252,-8.68783,-8.68204,1.0,1.0,1.0,4.38254,4.35842,4.42773,4.4692,13.077,13.0509,13.1145,13.1484,4.03287,3.94316,4.02832,4.10116,13.2225,13.1888,13.2116,13.2514,-9999,-9999
20070707,15.939,1.0,478.793,220.403,1.0,328.694,0.0,6.163,1.0,99.442,0.958333,0.0,0.958333,2.962,1.0,0.352173261905,0.875,94.7573913043,0.958333333333,379.163,1.0,14.319,1.0,32.22,30.041,1.0,1.0,-8.72811,3.0,112.757,1.0,99.4502,-9999,-9999,3.71609,-14.853,1.0,-13.1002,-9999,-9999,2.14161,-9.76127,0.979167,0.355257,-9.76127,-9.75508,-9.751,0.979167,0.979167,0.979167,4.39653,4.36534,4.44348,4.46355,14.1552,14.1328,14.1948,14.2203,3.97942,3.53879,3.75265,3.9616,14.1514,13.8671,14.1534,14.2087,-9999,-9999
20070708,16.625,1.0,477.795,314.469,1.0,324.406,0.0,8.028,1.0,99.572,1.0,2.1,1.0,0.93,0.854167,0.133182787879,0.6875,149.523020833,1.0,394.076,1.0,14.95,1.0,31.42,29.674,1.0,1.0,-4.06631,3.0,132.7,1.0,115.216,-9999,-9999,3.30841,2.60319,1.0,2.2602,-9999,-9999,2.18755,-11.9158,0.979167,0.362825,-11.682,-11.2945,-11.0001,0.958333,1.0,0.770833,4.50595,4.48195,4.5269,4.56238,16.1053,15.666,15.7254,16.1504,4.71838,4.17686,4.35005,4.46297,16.0173,13.3127,16.086,16.4737,-9999,-9999
20070709,14.655,1.0,476.74,196.22,1.0,336.456,0.0,4.041,1.0,99.16,1.0,4.2,1.0,2.072,0.958333,0.246919175,0.833333333333,84.1249787234,0.979166666667,385.027,1.0,15.099,1.0,31.166,29.418,1.0,1.0,-15.9937,3.0,101.253,1.0,87.0741,-9999,-9999,3.89012,-3.97055,1.0,-3.41452,-9999,-9999,2.21204,-9.80597,1.0,0.361999,-9.85913,-9.81399,-9.7799,1.0,1.0,1.0,4.12841,4.15833,4.23555,4.26222,13.9449,13.9449,14.0391,14.1279,4.63798,4.13317,4.20619,4.27549,13.4998,13.3579,13.4998,13.5231,-9999,-9999
20070710,14.289,1.0,475.626,265.806,1.0,314.767,0.0,4.019,1.0,99.107,1.0,0.1,1.0,2.143,1.0,0.252691195122,0.854166666667,108.1915,1.0,378.651,1.0,14.56,1.0,31.468,29.369,1.0,1.0,-8.72811,3.0,110.875,0.979167,94.4661,-9999,-9999,3.8295,10.6508,0.979167,9.07453,-9999,-9999,2.42372,-11.4042,1.0,0.371893,-11.7785,-11.4268,-11.3014,1.0,1.0,1.0,4.0466,4.10243,4.17138,4.2,15.4949,15.3687,15.5379,15.8145,4.64605,4.20777,4.32611,4.35686,16.7766,16.4628,16.7674,16.8462,-9999,-9999
20070711,14.401,1.0,474.456,172.624,1.0,334.852,0.0,3.307,1.0,99.196,1.0,0.8,1.0,2.847,1.0,0.31509323913,0.958333333333,58.4811041667,1.0,379.608,1.0,14.39,1.0,31.163,29.195,1.0,1.0,-4.06631,3.0,81.8183,1.0,69.1593,-9999,-9999,3.62027,-7.04916,1.0,-5.95851,-9999,-9999,2.37012,-8.00994,1.0,0.354318,-8.0625,-8.02394,-8.00877,1.0,1.0,1.0,4.04574,4.12799,4.17237,4.20486,12.0685,12.1075,12.1811,12.2595,4.19428,3.93202,4.04339,4.08726,12.0832,11.9326,12.0943,12.1534,-9999,-9999
20070712,15.764,1.0,473.229,139.885,1.0,352.426,0.0,3.522,1.0,99.449,0.979167,0.138,0.979167,3.05,1.0,0.3347884,0.9375,55.8300638298,0.979166666667,373.849,1.0,14.557,1.0,31.042,29.041,1.0,1.0,-15.9937,3.0,70.3781,1.0,59.2135,-9999,-9999,4.1485,-11.5407,1.0,-9.70987,-9999,-9999,2.41915,-6.86965,1.0,0.363079,-6.87851,-6.86298,-6.85487,1.0,1.0,1.0,4.30813,4.36146,4.39842,4.4224,11.1711,11.2139,11.27,11.2857,4.45463,4.33201,4.44482,4.46276,10.8167,10.5797,10.7884,10.8955,-9999,-9999
20070713,20.354,1.0,471.946,195.558,1.0,375.619,0.0,5.538,1.0,99.456,1.0,2.2,1.0,2.139,0.979167,0.234896152174,0.958333333333,88.5686666667,1.0,377.38,1.0,16.559,1.0,31.129,28.926,1.0,1.0,-8.72811,3.0,81.0389,1.0,67.638,-9999,-9999,3.30803,-12.9359,1.0,-10.7967,-9999,-9999,2.18017,-6.55323,0.979167,0.3266,-6.60489,-6.57263,-6.39272,0.895833,0.979167,0.8125,5.25961,5.18791,5.24688,5.30121,11.8494,11.6659,11.7982,11.8732,6.19244,6.09908,6.34283,6.56967,13.6356,13.0732,13.4483,13.6849,-9999,-9999
20070714,22.935,1.0,470.608,288.301,1.0,362.433,0.0,10.841,1.0,99.347,1.0,0.0,1.0,2.169,1.0,0.269227375,0.833333333333,129.679125,1.0,382.054,1.0,17.97,1.0,31.137,28.745,1.0,1.0,-4.06631,3.0,152.495,1.0,127.584,-9999,-9999,3.43215,-34.121,1.0,-28.547,-9999,-9999,2.41044,-9.35438,0.958333,0.351464,-9.56045,-9.51536,-9.47177,0.895833,0.895833,0.979167,5.83303,5.6121,5.77559,5.89296,15.3226,15.1693,15.2468,15.3226,6.81228,6.67657,6.85392,7.20809,16.3952,15.6663,16.0613,16.2723,-9999,-9999
20070715,24.495,1.0,469.214,302.385,1.0,363.093,0.0,15.852,1.0,99.25,1.0,0.0,1.0,2.059,1.0,0.242219578947,0.791666666667,143.332979167,1.0,398.876,1.0,18.709,1.0,30.589,28.366,1.0,1.0,-15.9937,3.0,143.614,1.0,120.807,-9999,-9999,3.34483,-40.6405,1.0,-34.1865,-9999,-9999,2.70379,-6.4632,1.0,0.319051,-7.12145,-6.61739,-6.47466,0.916667,0.979167,1.0,6.20667,5.92231,6.14573,6.30551,12.7317,12.6187,12.8296,13.1649,6.36579,5.82538,6.36579,6.41539,14.253,13.4537,13.9008,14.0347,-9999,-9999
20070716,25.065,1.0,467.767,292.786,1.0,365.321,0.0,16.823,1.0,99.092,1.0,0.0,1.0,1.935,1.0,0.223564355556,0.9375,143.405166667,1.0,372.614,1.0,19.308,1.0,29.808,27.887,1.0,1.0,-8.72811,3.0,156.471,1.0,133.418,-9999,-9999,3.45208,-38.2121,1.0,-32.5823,-9999,-9999,2.46634,-6.98725,0.979167,0.33332,-7.56919,-7.36734,-7.23185,0.854167,1.0,1.0,6.37743,6.09133,6.36498,6.51846,13.7099,13.5073,13.6788,13.8787,6.09035,5.66875,5.81674,5.95783,13.1872,12.7195,13.0359,13.14,-9999,-9999
20070717,20.074,1.0,466.265,333.466,1.0,354.356,0.0,9.144,1.0,99.586,1.0,0.5,1.0,2.655,1.0,0.328591736842,0.791666666667,142.6725,1.0,377.983,1.0,18.605,1.0,28.971,27.42,1.0,1.0,-4.06631,3.0,156.182,1.0,135.271,-9999,-9999,3.2383,3.59354,1.0,3.11241,-9999,-9999,2.50437,-8.95932,0.979167,0.329102,-9.12777,-9.10772,-9.0702,0.9375,1.0,0.958333,5.45081,5.0612,5.481,5.59029,14.5442,14.1689,14.6276,14.7046,4.7439,4.12616,4.29178,4.52661,14.5645,14.476,14.636,14.7496,-9999,-9999
20070718,18.775,1.0,464.711,248.166,1.0,334.792,0.0,9.058,1.0,99.774,1.0,0.0,1.0,1.607,1.0,0.207877578947,0.791666666667,100.746791667,1.0,403.888,1.0,17.238,1.0,28.242,26.982,1.0,1.0,-15.9937,3.0,122.108,1.0,107.265,-9999,-9999,3.58346,-8.18934,1.0,-7.19387,-9999,-9999,2.39591,-8.7105,0.916667,0.353985,-8.88092,-8.78822,-8.71953,0.875,0.895833,0.854167,5.10722,4.71306,5.13204,5.28672,14.0424,13.5308,13.9549,14.1676,3.71735,3.63621,4.06361,6.31719,13.7172,12.0942,12.435,13.9713,-9999,-9999
20070719,17.43,1.0,463.104,145.823,1.0,346.15,0.0,5.668,1.0,99.704,1.0,0.0,1.0,0.88,1.0,0.0967516216216,0.770833333333,49.1330833333,1.0,426.29,1.0,16.492,1.0,27.82,26.65,1.0,1.0,-8.72811,3.0,47.5664,1.0,42.371,-9999,-9999,3.61524,-5.74877,1.0,-5.12087,-9999,-9999,2.48804,-5.62358,0.979167,0.294394,-5.68496,-5.56703,-5.46688,0.979167,0.958333,0.979167,4.71113,4.37827,4.78711,4.90396,10.2408,9.93238,10.3005,10.6376,2.07107,2.13299,4.07892,10.1396,12.5511,7.72916,8.61256,13.6956,-9999,-9999
20070720,17.881,1.0,461.446,183.298,1.0,359.071,0.0,3.498,1.0,99.275,1.0,10.2,1.0,1.767,0.833333,0.2114285,0.541666666667,59.7400833333,1.0,408.309,1.0,16.863,1.0,28.04,26.527,1.0,1.0,-4.06631,3.0,71.4963,1.0,65.697,-9999,-9999,3.7064,-7.8857,1.0,-7.24606,-9999,-9999,2.75356,-5.90436,0.979167,0.309713,-6.24644,-6.14455,-5.87396,0.916667,0.9375,1.0,4.64711,4.37021,4.67814,4.77824,10.4765,10.4518,10.599,11.0616,1.75749,2.02507,4.05685,10.0257,13.435,8.5001,9.44099,14.5566,-9999,-9999
20070721,18.193,1.0,459.735,259.873,1.0,334.256,0.0,7.735,1.0,99.472,1.0,0.0,1.0,1.248,1.0,0.129112285714,0.875,114.284458333,1.0,382.26,1.0,16.806,1.0,28.383,26.551,1.0,1.0,-15.9937,3.0,103.659,1.0,98.8882,-9999,-9999,3.88846,-1.52669,1.0,-1.45642,-9999,-9999,2.796,-7.44167,0.979167,0.300329,-7.66068,-7.53769,-7.144,0.958333,0.979167,1.0,4.55792,4.34115,4.55792,4.62591,11.7643,11.7019,11.9822,12.2618,2.34312,2.52535,3.47549,5.39857,12.633,11.0395,11.196,13.0122,-9999,-9999
20070722,17.255,1.0,457.974,286.728,1.0,324.56,0.0,6.801,1.0,99.086,1.0,0.5,1.0,2.278,1.0,0.282601675,0.833333333333,121.421916667,1.0,394.029,1.0,16.462,1.0,28.15,26.412,1.0,1.0,-8.72811,3.0,134.664,1.0,133.19,-9999,-9999,3.68792,2.93373,1.0,2.90163,-9999,-9999,2.58076,-8.79735,1.0,0.336235,-8.93563,-8.92364,-8.79631,1.0,0.979167,1.0,4.25404,4.08607,4.27009,4.32817,13.0253,12.9932,13.081,13.2427,2.73037,2.86612,2.95809,2.98426,12.4611,12.2596,12.4422,12.4794,-9999,-9999
20070723,14.992,1.0,456.163,71.401,1.0,349.958,0.0,3.055,1.0,98.178,1.0,2.6,1.0,2.155,1.0,0.231300764706,0.708333333333,-15.4134791667,1.0,393.872,1.0,15.158,1.0,27.784,26.258,1.0,1.0,-4.06631,3.0,41.8574,1.0,42.8798,-9999,-9999,3.04303,-23.8092,1.0,-24.3907,-9999,-9999,2.73139,-1.72543,0.979167,0.247169,-1.76972,-1.74248,-1.54621,0.979167,0.979167,1.0,3.75224,3.61483,3.794,3.88404,5.3181,5.3181,5.49036,5.61107,2.97362,2.71424,2.97362,3.035,4.95361,4.83809,4.95361,5.09816,-9999,-9999
20070724,15.546,1.0,454.304,120.756,1.0,349.908,0.0,3.601,1.0,98.218,1.0,1.9,1.0,4.067,0.979167,0.389898025641,0.8125,22.6157083333,1.0,383.233,1.0,15.043,1.0,27.867,26.245,1.0,1.0,-15.9937,3.0,70.892,1.0,75.093,-9999,-9999,3.56467,-22.4328,1.0,-23.7621,-9999,-9999,2.93306,-3.60557,1.0,0.280595,-3.6158,-3.58164,-3.5094,1.0,1.0,1.0,3.72099,3.64779,3.73034,3.76274,7.24108,7.24108,7.31219,7.36069,3.3961,3.04772,3.3961,3.43647,6.83536,6.88709,6.99621,7.04763,-9999,-9999
20070725,17.839,1.0,452.394,257.592,1.0,325.539,0.0,7.137,1.0,99.354,1.0,0.0,1.0,2.581,1.0,0.269714511111,0.9375,103.265416667,1.0,374.583,1.0,15.448,1.0,27.938,26.169,1.0,1.0,-8.72811,3.0,119.382,1.0,129.789,-9999,-9999,4.27538,-13.8828,1.0,-15.093,-9999,-9999,2.74497,-8.79742,1.0,0.38148,-8.79549,-8.76462,-8.75609,1.0,1.0,1.0,4.13852,4.02106,4.05818,4.13513,12.899,12.7966,12.8304,12.899,3.84367,3.71838,3.88345,3.94676,12.5894,12.6007,12.8099,12.8522,-9999,-9999
20070726,20.1,1.0,450.437,225.81,1.0,354.182,0.0,9.368,1.0,98.989,1.0,0.0,1.0,2.533,1.0,0.270761511111,0.9375,99.2479375,1.0,369.741,1.0,16.403,1.0,27.934,26.023,1.0,1.0,-4.06631,3.0,121.642,1.0,135.33,-9999,-9999,3.96778,-28.5725,1.0,-31.7877,-9999,-9999,2.87348,-7.55421,1.0,0.324695,-7.66393,-7.55421,-7.50826,1.0,1.0,1.0,4.61517,4.42936,4.53015,4.63757,12.2123,11.9849,12.0482,12.2105,4.23884,4.23884,4.30641,4.40323,11.249,11.2777,11.3542,11.433,-9999,-9999
20070727,18.768,1.0,448.434,217.405,1.0,352.521,0.0,8.019,1.0,99.191,1.0,1.7,1.0,3.458,1.0,0.366654511111,0.9375,91.3798085106,0.979166666667,369.528,1.0,16.309,1.0,27.737,25.795,1.0,1.0,-15.9937,3.0,128.554,1.0,145.839,-9999,-9999,4.23566,-25.7293,1.0,-29.1888,-9999,-9999,3.05439,-6.77981,1.0,0.342714,-6.79209,-6.78073,-6.71039,1.0,1.0,1.0,4.55555,4.44042,4.52631,4.60356,11.3523,11.2194,11.2753,11.3615,4.19935,4.26244,4.32547,4.3599,11.8589,11.8636,11.9352,11.9747,-9999,-9999
20070728,17.765,1.0,446.383,148.668,1.0,363.846,0.0,3.993,1.0,99.261,1.0,10.8,1.0,2.604,0.6875,0.2699775,0.583333333333,55.7754166667,1.0,378.241,1.0,16.578,1.0,28.147,25.681,1.0,1.0,-8.72811,3.0,88.4688,1.0,102.304,-9999,-9999,3.35666,-14.3789,1.0,-16.6276,-9999,-9999,2.78729,-5.31181,1.0,0.27514,-5.34665,-5.31614,-5.29725,1.0,1.0,1.0,4.57958,4.46478,4.54635,4.67432,9.86686,9.77535,9.84818,10.0175,4.02969,4.12011,4.15846,4.20465,8.84637,8.8446,8.88227,8.90077,-9999,-9999
20070729,14.616,1.0,444.286,64.227,1.0,347.88,0.0,2.628,1.0,99.049,1.0,9.0,1.0,2.856,0.6875,0.266886178571,0.583333333333,-10.2899375,1.0,384.727,1.0,15.543,1.0,28.945,25.804,1.0,1.0,-4.06631,3.0,52.9852,1.0,62.44,-9999,-9999,3.43208,-28.0919,1.0,-33.1047,-9999,-9999,2.96885,-1.06622,1.0,0.232749,-1.0797,-1.04267,-1.01594,1.0,1.0,1.0,4.17286,4.16635,4.19859,4.32494,5.25575,5.19672,5.23498,5.40464,3.47165,3.47165,3.51851,3.62918,4.91066,4.85829,4.88344,4.92707,-9999,-9999
20070730,12.718,0.916667,442.144,192.904,0.9375,312.322,0.0,3.593,0.916667,99.637,0.895833,0.875,0.895833,2.605,1.0,0.296478577778,0.9375,52.7765116279,0.895833333333,383.369,0.916667,14.024,0.916667,29.675,25.935,0.916667,0.895833,-15.9937,3.0,83.1921,0.916667,98.037,-9999,-9999,3.46828,-3.21887,0.979167,-3.79325,-9999,-9999,2.55192,-6.91864,0.895833,0.303109,-7.06069,-6.91881,-6.8865,0.916667,0.895833,0.875,3.91685,3.91252,3.93833,4.02903,10.8505,10.8248,10.8505,11.0233,3.17691,3.18142,3.2229,3.34576,10.4355,10.3407,10.3807,10.6839,-9999,-9999
20070731,13.131,1.0,439.957,249.843,1.0,309.728,0.0,4.728,1.0,99.862,0.979167,0.1,0.979167,1.39,0.958333,0.186836914286,0.729166666667,89.9658723404,0.979166666667,396.835,1.0,13.388,1.0,29.777,25.986,1.0,1.0,-8.72811,3.0,93.337,1.0,107.695,-9999,-9999,3.61264,9.66813,0.979167,11.1554,-9999,-9999,2.5203,-8.03368,1.0,0.327478,-8.07013,-7.95855,-7.94192,0.979167,0.979167,1.0,4.07166,3.974,4.00915,4.11759,12.0187,11.9199,12.017,12.1354,3.25465,3.24176,3.25758,3.58806,12.0967,11.9603,12.0251,12.3733,-9999,-9999
20070801,16.109,1.0,437.727,317.64,1.0,308.625,0.0,8.352,1.0,99.445,1.0,0.0,1.0,1.957,1.0,0.228224305556,0.75,135.954708333,1.0,395.203,1.0,13.938,1.0,29.615,25.945,1.0,1.0,-4.06631,3.0,109.346,1.0,122.501,-9999,-9999,3.60797,4.86585,1.0,5.45128,-9999,-9999,2.54881,-6.50119,0.958333,0.309583,-6.50119,-6.39198,-6.36358,0.958333,1.0,0.958333,4.7176,4.38767,4.54693,4.66909,11.1031,10.8097,10.8652,11.0953,3.8718,3.62131,4.33429,4.75491,11.792,11.3445,11.792,12.1814,-9999,-9999
