TIMESTAMP,TA_F,TA_F_QC,SW_IN_POT,SW_IN_F,SW_IN_F_QC,LW_IN_F,LW_IN_F_QC,VPD_F,VPD_F_QC,PA_F,PA_F_QC,P_F,P_F_QC,WS_F,WS_F_QC,USTAR,USTAR_QC,NETRAD,NETRAD_QC,PPFD_IN,PPFD_IN_QC,PPFD_OUT,PPFD_OUT_QC,SW_OUT,SW_OUT_QC,LW_OUT,LW_OUT_QC,CO2_F_MDS,CO2_F_MDS_QC,TS_F_MDS_1,TS_F_MDS_1_QC,SWC_F_MDS_1,SWC_F_MDS_1_QC,G_F_MDS,G_F_MDS_QC,LE_F_MDS,LE_F_MDS_QC,LE_CORR,LE_CORR_25,LE_CORR_75,LE_RANDUNC,H_F_MDS,H_F_MDS_QC,H_CORR,H_CORR_25,H_CORR_75,H_RANDUNC,NEE_VUT_REF,NEE_VUT_REF_QC,NEE_VUT_REF_RANDUNC,NEE_VUT_25,NEE_VUT_50,NEE_VUT_75,NEE_VUT_25_QC,NEE_VUT_50_QC,NEE_VUT_75_QC,RECO_NT_VUT_REF,RECO_NT_VUT_25,RECO_NT_VUT_50,RECO_NT_VUT_75,GPP_NT_VUT_REF,GPP_NT_VUT_25,GPP_NT_VUT_50,GPP_NT_VUT_75,RECO_DT_VUT_REF,RECO_DT_VUT_25,RECO_DT_VUT_50,RECO_DT_VUT_75,GPP_DT_VUT_REF,GPP_DT_VUT_25,GPP_DT_VUT_50,GPP_DT_VUT_75,RECO_SR,RECO_SR_N
20111201,6.738,0.0,194.973,108.53,0.0,275.828,0.0,3.072,0.0,98.234,0.0,0.0,0.0,5.279,0.895833,0.3002,0.9375,-9999,0.0,-9999,0.0,-9999,0.0,-9999,0.0,-9999,0.0,401.474,1.0,4.72,0.0,28.238,0.0,-14.793,0.0,34.4908,1.0,46.1953,32.2605,51.0438,3.16501,-7.20567,1.0,-9.65093,-10.6639,-6.73974,2.66785,-1.21264,0.4375,0.115749,-1.77944,-1.24204,-0.761941,0.729167,0.520833,0.1875,1.2694,0.968591,1.13881,1.59318,2.55317,2.44032,2.55993,2.7431,2.56923,1.30608,2.59469,3.17954,0.696474,0.652793,0.668297,0.725947,-9999,-9999
20111202,1.517,0.0,193.822,60.245,0.0,296.315,0.0,1.28,0.0,98.833,0.0,1.886,0.0,2.849,0.729167,0.18030952381,0.875,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,402.341,0.916667,3.979,0.0,27.545,0.0,-21.7066,0.0,17.1309,0.791667,22.9443,16.0232,25.3524,1.58039,8.67275,1.0,11.6159,8.11196,12.835,2.304,-0.848926,0.0,0.110764,-1.2705,-0.911461,-0.116323,0.229167,0.0,0.0,1.17829,0.957538,1.08585,1.41645,2.09211,1.68281,2.03561,2.2312,1.55279,1.03574,1.57398,1.77666,0.331457,0.309377,0.312678,0.347126,-9999,-9999
20111203,7.284,0.0,192.722,13.268,0.0,342.11,0.0,0.1,0.0,97.68,0.0,26.832,0.0,4.728,0.541667,0.303058823529,0.708333333333,-9999,0.0,-9999,0.0,-9999,0.0,-9999,0.0,-9999,0.0,404.0,0.479167,3.332,0.0,27.294,0.0,-28.2258,0.0,14.2499,0.4375,18.9377,13.3285,21.0888,1.75199,-11.3032,0.770833,-15.0217,-16.7279,-10.5723,2.30317,0.519542,0.104167,0.0828013,-0.0722697,0.421707,0.758462,0.354167,0.104167,0.104167,1.62958,1.21876,1.45518,2.04024,1.19765,1.14329,1.2593,1.4031,3.48384,1.73319,3.49613,4.36679,0.058034,0.0523187,0.0534796,0.06115,-9999,-9999
20111204,0.87,0.3125,191.676,104.854,0.375,263.649,0.3125,1.088,0.3125,98.374,0.25,0.0,0.25,3.609,0.6875,0.195787878788,0.6875,-9999,0.0,-9999,0.0,-9999,0.0,-9999,0.0,-9999,0.0,403.433,0.729167,3.269,0.3125,27.173,0.3125,-27.7812,0.3125,23.625,0.729167,31.7207,-9999,-9999,2.58611,16.0346,0.729167,21.4427,-9999,-9999,2.03095,0.910444,0.3125,0.0727389,0.663629,0.791202,0.927431,0.395833,0.0,0.229167,1.41495,1.14729,1.29831,1.67113,0.599701,0.510398,0.589482,0.779886,1.72419,1.18812,1.73054,1.90796,0.0943188,0.0883818,0.0905771,0.133142,-9999,-9999
20111205,-1.804,1.0,190.684,73.019,1.0,269.839,1.0,1.112,1.0,98.841,1.0,0.0,1.0,7.011,0.979167,0.37514893617,0.979166666667,18.695,1.0,121.873958333,1.0,7.5825,1.0,12.6515,1.0,303.708395833,1.0,406.753,1.0,2.651,1.0,25.576,1.0,-24.6664,1.0,31.5704,1.0,40.7612,-9999,-9999,2.54965,43.9338,1.0,56.4867,-9999,-9999,2.97714,1.48797,1.0,0.0736996,1.37556,1.46245,1.60551,1.0,1.0,1.0,1.4981,1.1642,1.31681,1.60834,0.120034,-0.162744,-0.0914034,0.16314,1.08273,1.08273,1.12765,1.17491,0.0,0.0,0.00511622,0.0965131,-9999,-9999
20111206,-4.886,1.0,189.746,127.315,1.0,230.692,1.0,0.931,1.0,98.792,1.0,0.0,1.0,3.414,0.833333,0.201414634146,0.854166666667,4.9790625,1.0,203.644145833,1.0,85.1342916667,1.0,69.7636341463,0.854166666667,286.74425,1.0,407.867,1.0,1.812,1.0,24.837,1.0,-18.8358,1.0,9.10354,1.0,11.2353,-9999,-9999,1.55287,16.3577,1.0,20.1882,-9999,-9999,2.36191,0.957245,0.9375,0.0713711,0.577933,0.704809,1.36845,0.9375,0.9375,0.8125,1.27719,1.01905,1.16635,1.34825,0.39349,0.066016,0.395512,0.536359,0.506427,0.536998,0.625853,0.814626,0.0,0.0,0.0273178,0.415416,-9999,-9999
20111207,-1.172,1.0,188.862,149.831,1.0,220.829,1.0,2.034,1.0,98.401,1.0,0.0,1.0,2.997,0.958333,0.151318181818,0.916666666667,19.480625,1.0,236.471916667,1.0,34.356625,1.0,36.539625,1.0,298.8390625,1.0,407.324,1.0,1.432,1.0,25.261,1.0,-18.2637,1.0,12.3995,1.0,14.6639,-9999,-9999,1.76879,8.70969,1.0,10.3003,-9999,-9999,1.75708,-0.0653217,0.666667,0.149874,-0.567284,-0.293301,0.466482,0.958333,0.791667,0.5625,1.36187,0.973093,1.12282,1.44035,1.50402,1.2136,1.43211,1.54061,0.773213,0.979826,1.25697,1.42413,0.253679,0.0,0.343542,0.583598,-9999,-9999
20111208,2.535,1.0,188.034,130.568,1.0,244.396,1.0,2.51,1.0,98.16,1.0,0.0,1.0,2.081,0.8125,0.101023809524,0.875,26.1047083333,1.0,214.849166667,1.0,13.1182291667,1.0,22.6640208333,1.0,314.620020833,1.0,409.788,0.979167,2.307,1.0,24.022,1.0,-9.43977,1.0,11.1181,0.979167,12.5753,-9999,-9999,2.25111,1.02904,0.979167,1.16392,-9999,-9999,1.95052,-0.474751,0.5625,0.19162,-0.469766,-0.378126,-0.293452,0.770833,0.875,0.5,1.39131,0.978537,1.1413,1.49861,1.9428,1.28847,1.63208,1.93413,0.770093,1.34889,1.68765,1.98007,0.666015,0.0,0.558136,0.969359,-9999,-9999
20111209,-0.779,1.0,187.261,32.746,1.0,257.36,1.0,0.795,1.0,98.905,1.0,0.0,1.0,3.495,0.9375,0.201468085106,0.979166666667,-18.9067291667,1.0,61.9395833333,1.0,2.66511111111,0.9375,6.59775,1.0,304.639,1.0,411.306,1.0,1.771,1.0,21.899,1.0,-18.6247,1.0,7.10618,1.0,7.87907,-9999,-9999,1.54599,5.45099,1.0,6.04385,-9999,-9999,2.43787,1.47751,0.958333,0.0754096,0.697784,1.17951,1.54385,0.916667,0.979167,0.916667,1.02134,0.714085,0.89145,1.07734,-0.400984,-0.400984,-0.195437,0.0120118,0.300341,0.567762,0.874143,1.37345,0.294259,0.0,0.230308,0.431637,-9999,-9999
20111210,-1.308,1.0,186.544,62.68,1.0,266.922,1.0,0.504,1.0,99.306,1.0,0.0,1.0,2.521,0.791667,0.137945945946,0.770833333333,-16.1545625,1.0,108.161145833,1.0,7.22242222222,0.9375,14.5661333333,0.9375,300.160666667,1.0,406.093,1.0,1.328,1.0,22.909,1.0,-17.1487,1.0,5.27252,1.0,5.70272,4.93159,6.93104,1.36881,5.3252,1.0,5.7597,4.98087,7.0003,2.45209,1.31032,0.875,0.075463,0.531339,0.965455,1.36363,0.9375,0.875,0.8125,0.811146,0.518787,0.780597,0.87325,-0.456996,-0.460501,-0.226383,0.0063961,0.23508,0.237993,0.838538,1.29049,0.764915,0.0,0.601676,0.878051,-9999,-9999
20111211,2.817,1.0,185.883,45.715,1.0,301.577,1.0,1.412,1.0,98.651,1.0,1.9,0.791667,5.053,0.75,0.25675,0.75,15.3648157895,0.791666666667,106.688473684,0.791666666667,5.39728571429,0.729166666667,8.74521052632,0.791666666667,316.956184211,0.791666666667,411.287,1.0,2.359,1.0,28.24,1.0,-8.18694,1.0,7.05207,1.0,7.62747,6.59607,9.27038,1.04303,-10.6638,1.0,-11.5339,-14.0182,-9.97425,1.41527,-0.401237,0.833333,0.203721,-0.654382,-0.345094,-0.0379167,0.833333,0.9375,1.0,0.7551,0.377648,0.728188,0.817511,1.19295,0.438823,1.05604,1.44345,0.387579,0.40186,1.19455,2.5096,0.647434,0.0,0.508464,0.739596,-9999,-9999
20111212,5.615,0.583333,185.28,30.068,0.625,328.638,0.583333,1.926,0.583333,98.419,0.4375,0.073,0.4375,4.682,0.416667,-9999,0.0,-9999,0.0,-9999,0.0,-9999,0.0,-9999,0.0,-9999,0.0,410.537,0.791667,4.222,0.583333,30.416,0.583333,-3.91658,0.583333,11.8095,0.791667,12.7731,11.0459,15.5243,1.28115,-5.69678,0.791667,-6.1616,-7.48876,-5.32842,3.08342,-3.63641,0.145833,0.366779,-3.63641,-0.783604,-0.376378,0.145833,0.729167,0.729167,0.599732,0.201106,0.535179,0.627025,4.26166,0.744731,1.38798,4.26337,0.516901,0.516901,1.47064,2.76869,0.431303,0.0,0.337301,0.542274,-9999,-9999
20111213,6.879,1.0,184.732,8.609,1.0,339.774,1.0,0.569,1.0,98.222,1.0,5.5,1.0,3.805,0.979167,0.236787234043,0.979166666667,0.359416666667,1.0,47.49425,0.666666666667,8.39,0.75,0.707731707317,0.854166666667,337.8434375,1.0,429.644,1.0,5.691,1.0,33.413,1.0,3.54871,1.0,4.25161,1.0,4.59851,3.9767,5.589,0.997534,2.66977,1.0,2.8876,2.49713,3.50957,5.09336,-3.51059,0.729167,0.306764,-4.33279,-3.32278,-1.00151,0.708333,1.0,1.0,0.368613,0.014138,0.237427,0.379082,3.88966,1.00151,3.81318,4.65689,0.588609,0.588609,1.44302,2.59949,0.125201,0.0,0.0976394,0.171866,-9999,-9999
20111214,14.717,1.0,184.243,61.94,1.0,340.075,1.0,2.825,1.0,97.253,1.0,5.1,1.0,5.856,0.958333,0.354808510638,0.979166666667,10.7237291667,1.0,160.986242424,0.6875,11.0394571429,0.729166666667,10.0922391304,0.958333333333,371.476395833,1.0,403.09,1.0,10.815,1.0,30.784,1.0,17.9233,1.0,14.236,1.0,17.3316,15.3976,18.7141,1.82439,-25.3658,1.0,-30.8814,-33.3448,-27.4354,2.53973,-1.46043,1.0,0.224671,-1.44765,-1.27103,-1.20429,1.0,1.0,1.0,0.320786,1.03772e-06,0.177462,0.320786,1.77674,1.22164,1.4657,1.7766,1.20958,1.20958,2.13079,4.96922,0.854566,0.0,0.675651,0.941791,-9999,-9999
20111215,4.69,1.0,183.811,139.545,1.0,239.642,1.0,2.808,1.0,98.425,1.0,0.0,1.0,4.034,0.979167,0.227239130435,0.958333333333,16.0643125,1.0,215.574333333,1.0,15.0544791667,1.0,26.6983333333,1.0,324.1955,1.0,405.447,1.0,6.761,1.0,28.944,1.0,-23.2763,1.0,33.5769,1.0,40.8779,36.3165,44.1388,3.03532,2.79601,1.0,3.40398,3.02414,3.67552,3.69944,-3.6409,0.979167,0.30153,-3.69997,-2.11154,-1.18524,0.875,0.854167,1.0,0.195259,1.03772e-06,0.112553,0.193652,3.8332,0.910574,2.1346,3.83335,0.434033,0.434033,1.24237,2.16671,1.88351,0.0,1.26973,1.86914,-9999,-9999
20111216,1.903,1.0,183.437,141.512,1.0,232.168,1.0,2.369,1.0,99.048,1.0,0.0,1.0,2.001,0.625,0.0979333333333,0.9375,19.6301458333,1.0,223.387208333,1.0,14.6471041667,1.0,25.967212766,0.979166666667,315.951645833,1.0,406.921,1.0,4.382,1.0,24.314,1.0,-15.8381,1.0,18.5219,1.0,22.5493,20.0331,24.3481,2.18337,8.45916,1.0,10.2985,9.14937,11.1201,2.41485,-1.71739,0.9375,0.267252,-1.73027,-1.26678,-1.21053,0.375,0.958333,0.458333,0.114562,1.03772e-06,0.0711277,0.114562,1.83816,1.16964,1.34807,1.84042,0.30168,0.30168,0.915001,1.68875,1.91222,0.0,1.34184,1.90616,-9999,-9999
20111217,4.363,1.0,183.121,141.343,1.0,243.561,1.0,2.895,1.0,98.981,1.0,0.0,1.0,2.326,0.75,0.0941904761905,0.875,24.0629375,1.0,224.510520833,1.0,14.1249583333,1.0,24.7978125,1.0,322.086770833,1.0,404.658,1.0,4.443,1.0,24.772,1.0,-8.72573,1.0,15.4822,1.0,18.8487,16.7454,21.9922,2.41151,7.60059,1.0,9.25328,8.22075,10.7965,3.5379,-2.24538,0.895833,0.267793,-2.30275,-1.79342,-1.35248,0.354167,0.958333,0.916667,0.0607741,1.03772e-06,0.0424168,0.0607741,2.32259,1.38804,1.81305,2.34842,0.418621,0.316446,0.790916,2.17237,1.91043,0.0,1.42918,1.90968,-9999,-9999
20111218,8.368,1.0,182.863,36.194,1.0,310.255,1.0,4.215,1.0,98.142,1.0,0.0,1.0,5.685,0.958333,0.281913043478,0.958333333333,2.37902083333,1.0,61.9626458333,1.0,2.85,0.9375,5.53254166667,1.0,335.2540625,1.0,402.549,1.0,5.29,1.0,27.295,1.0,-3.6191,1.0,23.8063,1.0,28.9828,25.7488,33.8164,1.99458,-35.4979,1.0,-43.2167,-50.4242,-38.3943,2.84706,-1.28106,0.916667,0.242887,-1.61733,-1.20243,-0.642334,0.875,0.791667,1.0,0.00687542,1.03772e-06,0.00632443,0.0252697,1.30644,0.642278,1.18263,1.53623,0.602731,0.500458,1.13152,2.82611,0.517766,0.0,0.506155,0.656128,-9999,-9999
20111219,8.527,1.0,182.664,6.6,1.0,345.181,1.0,1.55,1.0,97.305,1.0,37.9,1.0,5.517,0.958333,0.406413043478,0.958333333333,-10.0596666667,1.0,32.8879166667,0.75,5.37368888889,0.9375,0.730384615385,0.8125,343.769541667,1.0,413.837,1.0,7.295,1.0,32.77,1.0,0.221562,1.0,7.78835,1.0,10.2383,8.54836,11.959,0.845704,16.24,1.0,21.3485,17.8248,24.9364,3.26428,-4.10536,1.0,0.307093,-4.10536,-1.41993,-0.915939,1.0,1.0,0.479167,1.03772e-06,1.03772e-06,1.03772e-06,0.0639887,4.10536,1.02081,1.44295,4.10536,0.56786,0.471088,1.10246,2.75254,0.0960588,0.0,0.107902,0.128745,-9999,-9999
20111220,3.549,1.0,182.523,21.04,1.0,318.575,1.0,0.612,1.0,97.229,1.0,2.4,1.0,5.488,0.916667,0.66814893617,0.979166666667,-1.98377083333,1.0,76.3172727273,0.6875,7.66212903226,0.645833333333,3.292625,1.0,326.505520833,1.0,409.869,1.0,6.19,1.0,35.027,1.0,-16.9726,1.0,7.67741,1.0,10.0924,8.42659,10.975,0.983642,-7.27048,1.0,-9.55749,-10.3933,-7.97995,2.46891,-4.1288,1.0,0.317014,-4.13047,-2.90803,-2.0946,0.979167,0.645833,0.979167,0.0117856,0.0031672,0.0102577,0.164884,4.13909,1.72879,3.02295,4.14225,0.320104,0.283559,0.772311,1.70879,0.30336,0.0,0.340661,0.399526,-9999,-9999
20111221,3.277,1.0,182.441,141.581,1.0,245.922,1.0,1.873,1.0,97.26,1.0,0.0,1.0,3.642,0.9375,0.180382978723,0.979166666667,28.3779375,1.0,225.6005625,1.0,15.456375,1.0,26.8125,1.0,319.390895833,1.0,403.503,1.0,4.359,1.0,32.661,1.0,-11.5444,1.0,24.9913,1.0,32.8526,27.43,35.7256,2.25664,7.80065,1.0,10.2544,8.56186,11.1512,2.90385,-2.90228,0.895833,0.321854,-2.90956,-2.76306,-1.91635,0.916667,0.520833,0.895833,0.0419636,0.0419636,0.0610945,0.305399,2.94285,1.75856,2.81744,2.98858,0.307978,0.273868,0.764787,1.62965,1.91351,0.0,1.52793,1.91351,-9999,-9999
20111222,1.076,1.0,182.418,14.914,1.0,285.986,1.0,0.851,1.0,98.154,1.0,0.2,1.0,5.334,0.916667,0.273681818182,0.916666666667,-15.6755625,1.0,29.4247708333,1.0,0.777216216216,0.770833333333,2.75447916667,1.0,309.946208333,1.0,407.799,1.0,3.067,1.0,31.307,1.0,-21.5232,1.0,11.5107,1.0,16.3507,14.0136,17.6745,1.33458,4.88518,1.0,6.93931,5.94742,7.50116,2.39928,-0.223522,1.0,0.285085,-1.54391,-0.19648,-0.145604,1.0,1.0,1.0,0.0636562,0.0764046,0.118066,0.360793,0.286182,0.245937,0.287319,1.10422,0.209792,0.209792,0.70629,1.20783,0.216022,0.0,0.246665,0.324815,-9999,-9999
20111223,-0.987,1.0,182.453,143.681,1.0,214.541,1.0,1.495,1.0,99.117,1.0,0.0,1.0,2.867,0.958333,0.159533333333,0.9375,13.7452291667,1.0,216.100583333,1.0,16.1613958333,1.0,27.456375,1.0,304.4056875,1.0,406.832,1.0,2.098,1.0,31.611,1.0,-15.752,1.0,15.7461,1.0,22.367,19.1699,24.1779,1.76572,11.1287,1.0,15.8081,13.5486,17.0881,1.51381,-1.24535,0.833333,0.314059,-1.40798,-1.26542,-1.20421,0.708333,0.75,0.791667,0.0825096,0.111673,0.166945,0.402191,1.32722,1.30086,1.39441,1.51761,0.153287,0.170924,0.653454,0.863709,1.93974,0.0,1.54946,2.07377,-9999,-9999
20111224,1.189,1.0,182.548,144.397,1.0,223.595,1.0,2.19,1.0,98.966,1.0,0.0,1.0,2.475,0.895833,0.152837837838,0.770833333333,18.953125,1.0,221.784979167,1.0,16.141,1.0,27.9038541667,1.0,307.5636875,1.0,407.155,1.0,1.925,1.0,31.417,1.0,-13.6762,1.0,13.9042,1.0,19.8764,16.9276,21.3498,1.79996,6.113,1.0,8.73867,7.44223,9.38647,2.64048,-2.03008,0.729167,0.308801,-2.40895,-2.14972,-2.05001,0.604167,0.708333,0.854167,0.118075,0.160774,0.248118,0.586025,2.14772,2.29541,2.39784,3.03501,0.214015,0.214015,0.707942,1.15853,1.94857,0.0,1.55674,2.14853,-9999,-9999
20111225,2.431,1.0,182.701,133.886,1.0,252.436,1.0,2.068,1.0,98.944,1.0,0.0,1.0,2.299,0.916667,0.1252,0.9375,30.9529375,1.0,207.341666667,1.0,15.1442916667,1.0,23.5124166667,1.0,315.668541667,1.0,407.493,1.0,2.603,1.0,29.741,1.0,-5.63333,1.0,12.6528,1.0,18.0875,15.4041,19.4283,2.18465,4.68937,1.0,6.70356,5.70904,7.20049,3.13623,-2.11101,0.875,0.341145,-3.04107,-2.22184,-1.85606,0.791667,0.770833,1.0,0.152442,0.209318,0.323383,0.753872,2.26327,2.08671,2.4557,3.78785,0.241149,0.239858,0.739065,1.36095,1.8059,0.0,1.443,2.03399,-9999,-9999
20111226,4.182,1.0,182.913,79.843,1.0,298.781,1.0,1.43,1.0,98.015,1.0,0.4,1.0,2.225,0.75,0.122166666667,0.875,25.1758541667,1.0,123.656520833,1.0,8.2814375,1.0,13.2465833333,1.0,327.032104167,1.0,410.502,1.0,4.666,1.0,29.803,1.0,-2.7694,1.0,13.0369,1.0,16.2804,14.3091,20.0181,1.80172,5.16262,1.0,6.44702,5.6664,7.92716,3.90116,-1.47023,0.8125,0.302254,-1.88339,-1.4571,-1.19749,0.770833,0.875,0.8125,0.208761,0.269922,0.412917,0.956518,1.6803,1.42073,1.83159,2.81402,0.269616,0.265096,0.783731,1.53902,1.10255,0.0,0.939298,1.40922,-9999,-9999
20111227,3.625,1.0,183.184,144.011,1.0,238.627,1.0,2.948,1.0,98.096,1.0,0.0,0.791667,3.694,0.979167,0.2135,0.958333333333,40.6905263158,0.791666666667,278.013131579,0.791666666667,18.5458157895,0.791666666667,33.0836052632,0.791666666667,320.369131579,0.791666666667,400.691,1.0,3.612,1.0,30.399,1.0,-9.51201,1.0,24.9768,1.0,31.1908,27.4141,38.3517,2.28143,-1.19823,1.0,-1.49634,-1.83987,-1.31516,1.84238,-1.61241,0.833333,0.284119,-1.84361,-1.74984,-1.68502,0.979167,0.9375,0.9375,0.323143,0.332985,0.491836,1.05114,1.94378,2.14896,2.1839,2.58608,0.246422,0.252458,0.649228,1.49904,1.94273,0.0,1.55225,2.32959,-9999,-9999
20111228,3.842,0.875,183.514,134.369,0.895833,248.459,0.875,2.278,0.875,97.798,0.833333,0.0,0.833333,3.151,0.875,0.164446808511,0.979166666667,17.97275,0.833333333333,196.9907,0.833333333333,12.2131,0.833333333333,21.718,0.833333333333,316.111075,0.833333333333,403.441,1.0,3.83,0.875,27.847,0.875,-6.47969,0.875,19.4252,1.0,27.073,23.6491,29.8273,2.10363,1.01206,1.0,1.41051,1.23212,1.55401,1.90982,-1.72224,0.708333,0.269965,-1.86257,-1.78963,-1.68005,0.854167,0.854167,0.625,0.453678,0.464828,0.57945,1.19287,2.19181,2.29047,2.47082,2.78784,0.242242,0.264986,0.595962,1.51587,1.81612,0.0,1.45011,2.22448,-9999,-9999
20111229,7.417,1.0,183.902,129.715,1.0,267.132,1.0,3.873,1.0,97.058,1.0,0.0,1.0,4.111,0.979167,0.206625,1.0,28.0620833333,1.0,208.441229167,1.0,12.6121875,1.0,22.2856666667,1.0,333.496729167,1.0,401.528,1.0,4.97,1.0,28.577,1.0,0.75625,1.0,25.047,1.0,34.9082,27.4912,38.4596,2.21564,-17.2979,1.0,-24.1081,-26.5608,-18.9858,2.58601,-1.68027,0.833333,0.273177,-1.60366,-1.4491,-1.2192,0.979167,0.9375,0.458333,0.66284,0.619557,0.720733,1.62979,2.36978,2.1654,2.36201,2.64619,0.360951,0.360951,0.614877,1.78813,1.76404,0.0,1.40558,2.22192,-9999,-9999
20111230,9.164,1.0,184.348,143.675,1.0,260.454,1.0,5.649,1.0,97.529,1.0,0.0,1.0,4.061,0.958333,0.201304347826,0.958333333333,25.6591666667,1.0,226.641458333,1.0,14.0651666667,1.0,25.9918333333,1.0,336.211375,1.0,396.24,1.0,6.169,1.0,23.034,1.0,-4.48735,1.0,31.2513,1.0,43.5551,34.3009,47.9862,2.56678,-16.5009,1.0,-22.9974,-25.337,-18.1111,2.46536,-1.75954,0.854167,0.272613,-2.02765,-1.77286,-1.55822,0.916667,0.895833,0.75,0.851129,0.811838,0.860599,1.89468,2.64768,2.81948,2.92578,3.23718,0.409201,0.303972,0.623639,1.91895,1.9392,0.0,1.54916,2.34973,-9999,-9999
20111231,10.612,1.0,184.852,143.024,1.0,269.442,1.0,6.851,1.0,97.141,1.0,0.0,1.0,7.891,0.958333,0.4545,0.958333333333,28.9410416667,1.0,224.308729167,1.0,13.6151041667,1.0,26.3277708333,1.0,341.514395833,1.0,395.5,1.0,6.307,1.0,20.265,1.0,-2.78913,1.0,54.0707,1.0,77.2952,67.5229,86.33,3.04441,-40.8698,1.0,-58.4243,-65.2533,-51.0378,2.7074,-1.88343,0.979167,0.256986,-1.94225,-1.88103,-1.70386,0.958333,0.958333,0.9375,1.3031,1.27214,1.30341,2.12004,3.25943,3.06326,3.17438,3.55002,0.476054,0.279729,0.677468,2.07796,1.93007,0.0,1.54195,2.33903,-9999,-9999
20120101,4.299,1.0,185.416,136.495,1.0,238.736,1.0,3.308,1.0,99.286,1.0,0.0,1.0,3.903,1.0,0.225510638298,0.979166666667,15.3068958333,1.0,217.566979167,1.0,13.0574375,1.0,25.2937291667,1.0,319.964166667,1.0,398.846,1.0,4.8,1.0,24.096,1.0,-17.353,1.0,26.7343,1.0,37.2597,33.3855,41.0503,2.12979,-0.581083,1.0,-0.809858,-0.892249,-0.72565,2.26098,-1.20197,0.4375,0.274449,-1.70974,-1.50237,-1.40623,0.333333,1.0,0.354167,0.639326,0.226385,0.581951,1.27016,1.82952,1.71587,1.82952,2.68717,0.464536,0.453896,0.568623,0.748404,1.09546,1.09546,1.17047,1.22814,-9999,-9999
20120102,1.56,1.0,186.036,150.379,1.0,229.761,1.0,3.545,1.0,99.802,1.0,0.0,1.0,3.19,0.9375,0.179045454545,0.916666666667,19.88625,1.0,242.617604167,1.0,14.7249583333,1.0,29.7451041667,1.0,310.411583333,1.0,400.635,1.0,3.115,1.0,29.2,0.979167,-16.5546,1.0,25.9817,1.0,37.1414,34.1967,40.0303,2.1706,9.84258,1.0,14.0702,12.9546,15.1646,2.15365,-1.06903,0.270833,0.249657,-1.47475,-1.43471,-1.26316,0.229167,0.229167,0.875,0.543019,0.181939,0.499908,1.17168,1.63745,1.52253,1.7182,2.6064,0.43897,0.428915,0.537328,0.707214,1.18963,1.18963,1.27132,1.32503,-9999,-9999
20120103,4.619,1.0,186.714,148.136,1.0,247.327,1.0,4.327,1.0,98.494,1.0,0.0,1.0,5.823,0.9375,0.290608695652,0.958333333333,29.09025,1.0,248.337791667,1.0,13.9036458333,1.0,28.6473333333,1.0,319.20525,1.0,399.921,1.0,3.036,1.0,21.515,1.0,-9.509,1.0,31.6445,1.0,44.103,41.6498,48.7549,2.18737,-14.0191,1.0,-19.1078,-20.0406,-17.5069,2.52215,-0.996446,0.583333,0.275163,-1.52183,-1.08273,-0.972252,1.0,0.583333,0.520833,0.658027,0.233669,0.630517,1.27751,1.62946,1.72299,1.85907,2.22033,0.465193,0.454537,0.569427,0.749461,1.17962,1.17962,1.26073,1.31619,-9999,-9999
20120104,6.495,1.0,187.45,147.131,1.0,255.085,1.0,4.279,1.0,98.539,1.0,0.0,1.0,3.206,0.916667,0.136673913043,0.958333333333,29.856875,1.0,250.987708333,1.0,14.6530208333,1.0,28.154,1.0,326.5684375,1.0,399.48,1.0,4.413,1.0,21.667,1.0,-4.91187,1.0,24.1534,1.0,32.9206,30.1625,37.2134,2.14956,0.793616,1.0,1.08169,0.991059,1.22273,2.65747,-1.2672,0.625,0.255383,-1.63814,-1.54656,-1.3434,0.9375,0.875,0.5625,0.72071,0.258113,0.682656,1.35018,1.94986,1.89625,2.01565,2.77481,0.483589,0.472513,0.591946,0.779099,1.17492,1.17492,1.25562,1.31224,-9999,-9999
20120105,8.853,1.0,188.243,147.2,1.0,262.16,1.0,5.889,1.0,97.975,1.0,0.0,1.0,4.726,0.958333,0.233638297872,0.979166666667,27.6222916667,1.0,256.198770833,1.0,14.5441666667,1.0,28.2822291667,1.0,335.143270833,1.0,397.312,1.0,5.071,1.0,23.621,1.0,-1.69506,1.0,34.8898,1.0,47.5542,43.57,53.7551,2.74434,-24.4904,1.0,-32.2338,-34.1324,-24.9119,2.49569,-1.89971,0.916667,0.251244,-2.03027,-1.9101,-1.57034,0.875,0.916667,0.875,0.859317,0.362667,0.831463,1.43283,2.72155,2.49253,2.76711,3.03574,0.502716,0.491201,0.615358,0.809914,1.17595,1.17595,1.25671,1.3136,-9999,-9999
