TIMESTAMP,TA_F,TA_F_QC,SW_IN_POT,SW_IN_F,SW_IN_F_QC,LW_IN_F,LW_IN_F_QC,VPD_F,VPD_F_QC,PA_F,PA_F_QC,P_F,P_F_QC,WS_F,WS_F_QC,USTAR,USTAR_QC,NETRAD,NETRAD_QC,PPFD_IN,PPFD_IN_QC,PPFD_DIF,PPFD_DIF_QC,PPFD_OUT,PPFD_OUT_QC,SW_OUT,SW_OUT_QC,LW_OUT,LW_OUT_QC,CO2_F_MDS,CO2_F_MDS_QC,TS_F_MDS_1,TS_F_MDS_2,TS_F_MDS_3,TS_F_MDS_1_QC,TS_F_MDS_2_QC,TS_F_MDS_3_QC,SWC_F_MDS_1,SWC_F_MDS_2,SWC_F_MDS_3,SWC_F_MDS_1_QC,SWC_F_MDS_2_QC,SWC_F_MDS_3_QC,G_F_MDS,G_F_MDS_QC,LE_F_MDS,LE_F_MDS_QC,LE_CORR,LE_CORR_25,LE_CORR_75,LE_RANDUNC,H_F_MDS,H_F_MDS_QC,H_CORR,H_CORR_25,H_CORR_75,H_RANDUNC,NEE_VUT_REF,NEE_VUT_REF_QC,NEE_VUT_REF_RANDUNC,NEE_VUT_25,NEE_VUT_50,NEE_VUT_75,NEE_VUT_25_QC,NEE_VUT_50_QC,NEE_VUT_75_QC,RECO_NT_VUT_REF,RECO_NT_VUT_25,RECO_NT_VUT_50,RECO_NT_VUT_75,GPP_NT_VUT_REF,GPP_NT_VUT_25,GPP_NT_VUT_50,GPP_NT_VUT_75,RECO_DT_VUT_REF,RECO_DT_VUT_25,RECO_DT_VUT_50,RECO_DT_VUT_75,GPP_DT_VUT_REF,GPP_DT_VUT_25,GPP_DT_VUT_50,GPP_DT_VUT_75,RECO_SR,RECO_SR_N
20080313,3.843,1.0,276.476,169.344,1.0,265.861,1.0,2.908,1.0,90.502,1.0,0.0,1.0,1.695,1.0,0.246078,0.833333333333,86.5182727083,1.0,326.63495575,1.0,153.66508075,1.0,20.381597625,1.0,23.5988070833,1.0,325.087708333,1.0,431.492,1.0,4.155,4.198,3.144,1.0,1.0,1.0,30.246,38.68,34.691,1.0,1.0,1.0,3.11764,1.0,44.4499,1.0,76.216,64.482,103.218,3.98026,9.65034,1.0,16.547,13.9994,22.4093,2.36258,0.388841,1.0,0.206902,0.400812,0.476071,0.520715,1.0,1.0,0.979167,1.77723,1.76694,1.98858,2.0686,1.48746,1.36338,1.48317,1.64357,2.95317,1.32978,1.80273,2.02438,1.78691,1.09591,1.29998,1.61276,-9999,-9999
20080314,5.519,1.0,279.812,108.723,1.0,299.063,1.0,2.172,1.0,90.473,1.0,0.0,1.0,0.716,0.8125,0.14822375,0.666666666667,58.8201234167,1.0,210.758177104,1.0,187.456327313,1.0,13.5042729792,1.0,14.5487904167,1.0,334.417916667,1.0,432.272,0.979167,5.293,4.934,3.627,1.0,1.0,1.0,28.699,38.213,34.581,1.0,1.0,1.0,10.115,1.0,20.3107,1.0,34.8261,29.4641,48.1864,1.69315,0.663695,1.0,1.13802,0.962802,1.57459,1.949,0.647972,0.895833,0.148579,0.647663,0.680077,0.70682,0.875,0.895833,0.958333,2.00771,1.98991,2.21142,2.30123,1.414,1.34727,1.51085,1.56941,1.63632,0.970726,1.1792,1.35493,0.955441,0.730351,0.815763,0.865457,-9999,-9999
20080315,6.317,1.0,283.15,180.29,1.0,246.645,1.0,3.265,1.0,90.288,1.0,0.0,1.0,0.949,0.958333,0.128452820513,0.8125,63.6658122917,1.0,357.265509125,1.0,111.159223708,1.0,24.3198616667,1.0,28.1835255208,1.0,335.085208333,1.0,439.199,1.0,6.118,5.813,4.282,1.0,1.0,1.0,27.793,37.587,34.44,1.0,1.0,1.0,6.78967,1.0,29.9688,0.979167,51.3865,43.4747,71.0998,1.97381,9.27956,0.979167,15.9114,13.4616,22.0154,2.0273,1.0358,0.916667,0.169032,1.01912,1.03297,1.05893,0.916667,0.916667,0.916667,2.15542,2.14052,2.2713,2.4135,1.12837,1.12402,1.20379,1.37188,0.932578,0.737818,0.785053,1.20812,0.791765,0.779281,0.798176,0.969621,-9999,-9999
20080316,3.439,1.0,286.488,33.889,1.0,310.04,1.0,1.094,1.0,89.737,1.0,6.2,1.0,0.98,0.9375,0.171948235294,0.708333333333,17.7567052083,1.0,64.2502564792,1.0,64.1604110625,1.0,3.8015889375,1.0,5.66181052083,1.0,320.510416667,1.0,440.604,1.0,4.684,4.91,4.694,1.0,1.0,1.0,28.082,37.412,34.501,1.0,1.0,1.0,-8.04986,1.0,8.32479,1.0,16.8448,12.8335,19.7503,0.820524,-10.7883,1.0,-18.4983,-25.0517,-15.6502,1.34563,1.10213,1.0,0.131385,1.11528,1.14364,1.18484,1.0,1.0,1.0,1.76141,1.76175,1.89081,1.97082,0.615715,0.659281,0.71048,0.809969,0.83212,0.627233,0.687048,0.976801,0.38206,0.376881,0.395984,0.454105,-9999,-9999
20080317,3.579,1.0,289.827,87.768,1.0,315.617,1.0,0.938,1.0,89.673,1.0,0.7,1.0,1.392,0.916667,0.178370243902,0.854166666667,62.04794875,1.0,168.429544521,1.0,163.916255146,1.0,9.853099875,1.0,10.8757407708,1.0,330.461875,1.0,437.335,1.0,5.016,4.864,4.344,1.0,1.0,1.0,27.725,37.597,34.621,1.0,1.0,1.0,4.44053,1.0,13.7667,1.0,27.8561,19.9708,32.6609,1.75158,3.6483,1.0,7.38216,5.29248,8.65547,1.8741,0.545967,1.0,0.160633,0.548927,0.578515,0.618555,1.0,1.0,1.0,1.88315,1.88315,1.93206,2.06466,1.24218,1.3049,1.35505,1.44541,0.952454,0.696453,0.761537,0.952454,0.696889,0.685961,0.705291,0.762569,-9999,-9999
20080318,-0.879,1.0,293.163,71.951,1.0,271.219,1.0,1.101,1.0,89.96,1.0,0.0,1.0,1.879,0.958333,0.201856363636,0.916666666667,18.2555664583,1.0,129.910225875,1.0,129.800744625,1.0,23.0846037708,1.0,16.8045777083,1.0,308.109791667,1.0,435.044,1.0,3.371,3.786,4.309,1.0,1.0,1.0,27.54,37.4,34.617,1.0,1.0,1.0,-12.5715,1.0,14.2197,1.0,24.3819,18.6381,33.02,1.37445,3.75889,1.0,6.44518,4.92686,8.72861,1.55748,0.539436,1.0,0.200089,0.549675,0.558425,0.594912,1.0,1.0,1.0,1.4032,1.41211,1.49537,1.51571,0.865098,0.86261,0.900514,0.952782,0.839049,0.526938,0.625585,0.839049,0.676812,0.641643,0.667973,0.758012,-9999,-9999
20080319,-1.428,1.0,296.497,184.009,1.0,208.276,1.0,2.445,1.0,90.14,1.0,0.0,1.0,1.098,0.958333,0.1489025,0.75,55.73418625,1.0,347.535104,1.0,138.149497333,1.0,22.999805125,1.0,27.144461875,1.0,309.40625,1.0,434.968,1.0,2.458,2.865,3.526,1.0,1.0,1.0,26.968,35.515,34.554,1.0,1.0,1.0,-4.4701,1.0,29.6513,1.0,50.8416,38.8646,61.7678,1.88947,23.3514,1.0,40.0396,30.6073,48.6444,2.21558,0.525557,0.979167,0.124324,0.542056,0.569208,0.671849,0.979167,0.979167,0.979167,1.44746,1.48001,1.51598,1.5341,0.934486,0.908571,0.923188,0.94949,1.02218,0.745896,0.836969,1.02547,1.12756,1.04198,1.12678,1.239,-9999,-9999
20080320,-1.596,1.0,299.829,117.046,1.0,232.009,1.0,2.128,1.0,90.196,1.0,0.0,1.0,1.238,0.979167,0.171996666667,0.875,24.5063816667,1.0,207.678184521,1.0,177.967372021,1.0,14.8511040417,1.0,20.4132354167,1.0,304.135,1.0,439.625,1.0,1.973,2.394,3.17,1.0,1.0,1.0,26.598,33.226,34.507,1.0,1.0,1.0,-6.42484,1.0,19.9825,1.0,39.533,28.988,41.6263,1.42789,15.3168,1.0,30.3024,22.2196,31.907,1.60681,0.787581,0.979167,0.146201,0.788283,0.834785,0.852953,0.979167,0.979167,1.0,1.48192,1.50985,1.53672,1.59798,0.838967,0.675489,0.700252,0.816026,1.25061,1.018,1.15622,1.39302,1.16806,1.09952,1.17093,1.25175,-9999,-9999
20080321,0.459,1.0,303.155,78.111,1.0,284.083,1.0,2.411,1.0,88.329,1.0,0.7,1.0,0.948,0.875,0.153444324324,0.770833333333,38.4990866667,1.0,154.589281667,1.0,154.517629167,1.0,11.5135667917,1.0,10.30812875,1.0,313.38625,1.0,435.048,1.0,1.752,2.046,2.811,1.0,1.0,1.0,26.357,31.409,34.474,1.0,1.0,1.0,-2.31621,1.0,12.5672,1.0,24.8628,18.2309,26.1793,1.22166,3.66199,1.0,7.24481,5.31233,7.62844,1.29321,0.815172,1.0,0.12138,0.812711,0.844288,0.854575,1.0,1.0,1.0,1.93795,1.95101,2.04789,2.05576,1.12541,1.16982,1.20483,1.21141,1.41553,1.1941,1.35443,1.5558,0.921229,0.862048,0.926179,0.98481,-9999,-9999
20080322,-0.228,1.0,306.476,201.2,1.0,276.83,1.0,2.43,1.0,88.033,1.0,0.0,1.0,0.972,0.916667,0.171445116279,0.895833333333,117.165191667,1.0,339.92405237,0.958333333333,145.621439771,1.0,81.6201770208,1.0,69.2965627292,1.0,305.461041667,1.0,441.906,1.0,3.569,3.487,2.95,1.0,1.0,1.0,26.388,32.159,34.541,1.0,1.0,1.0,5.37668,1.0,30.2035,1.0,54.8565,41.9581,61.1152,1.96769,25.043,1.0,45.4839,34.7893,50.6733,2.22336,0.324734,1.0,0.181181,0.416197,0.500199,0.698637,1.0,1.0,1.0,2.02415,2.03942,2.1724,2.18788,1.65685,1.43743,1.64415,1.70064,1.03012,0.794251,0.920868,1.22559,1.13627,1.0844,1.15792,1.30071,-9999,-9999
20080323,-1.4,1.0,309.79,71.336,1.0,282.743,1.0,0.917,1.0,88.514,0.979167,0.1,1.0,1.295,0.9375,0.137083181818,0.916666666667,33.5112136667,1.0,130.443998354,1.0,130.369155229,1.0,9.65838841667,1.0,12.3717415625,1.0,308.196458333,1.0,437.836,1.0,2.593,2.936,3.315,1.0,1.0,1.0,26.184,31.269,34.475,1.0,1.0,1.0,-5.93395,1.0,7.43039,1.0,13.4953,9.73918,15.035,1.40849,11.505,1.0,20.8958,15.0799,23.2799,1.39423,0.644141,1.0,0.116555,0.625392,0.643532,0.646929,1.0,1.0,1.0,1.90741,1.93149,2.06938,2.08441,1.3123,1.34356,1.42151,1.44183,0.906537,0.597062,0.700888,0.844615,0.738808,0.691005,0.735023,0.764425,-9999,-9999
20080324,-2.636,1.0,313.097,139.809,1.0,250.74,1.0,1.22,1.0,88.546,1.0,0.0,1.0,2.004,1.0,0.194161555556,0.9375,39.5559525,1.0,262.997008875,1.0,216.6187895,1.0,90.0830845625,1.0,56.747835,1.0,300.6975,1.0,437.517,1.0,2.56,2.804,3.155,1.0,1.0,1.0,26.16,31.574,34.565,1.0,1.0,1.0,-4.31371,1.0,17.4704,1.0,29.9556,21.4474,34.8522,1.35018,15.9994,1.0,27.4335,19.6416,31.9177,2.02322,0.713019,1.0,0.251023,0.713019,0.735529,0.765192,1.0,1.0,1.0,1.8268,1.86515,1.97194,1.98913,1.1737,1.15887,1.23888,1.25182,1.06062,0.562409,0.732234,0.795796,1.11948,0.795689,1.0934,1.12244,-9999,-9999
20080325,-4.194,1.0,316.396,86.65,1.0,262.906,1.0,0.895,1.0,89.115,1.0,2.4,1.0,1.591,1.0,0.157085348837,0.895833333333,-16.2237591667,1.0,172.304363125,1.0,52.3002449167,1.0,58.2442279167,1.0,78.4338822708,1.0,287.345833333,1.0,437.886,1.0,1.186,1.61,2.822,1.0,1.0,1.0,25.819,29.654,34.509,1.0,1.0,1.0,-8.56957,1.0,5.91109,1.0,10.1355,7.25671,11.7922,0.885183,-0.0518246,1.0,-0.0719939,-0.103386,-0.0636221,1.13625,1.55519,1.0,0.179628,1.50059,1.5808,1.68017,1.0,1.0,1.0,1.54908,1.58601,1.63473,1.66658,0.0769708,-0.00611092,0.0748728,0.129047,1.16677,0.50429,0.795677,0.848072,0.902715,0.599556,0.900409,0.918723,-9999,-9999
20080326,0.128,1.0,319.684,145.096,1.0,265.999,1.0,1.739,1.0,89.41,1.0,0.0,1.0,0.588,0.9375,0.102876444444,0.9375,27.5217479167,1.0,262.288620833,1.0,209.716749792,1.0,140.290180229,1.0,80.5724691042,1.0,302.064791667,1.0,440.903,1.0,1.124,1.424,2.382,1.0,1.0,1.0,26.219,31.723,34.796,1.0,1.0,1.0,-4.07041,1.0,8.60321,1.0,11.9514,10.5617,17.1628,1.53074,7.72455,0.9375,10.7308,9.48298,15.4099,1.64587,0.957466,0.916667,0.26153,1.03493,1.08001,1.22322,0.895833,0.916667,0.916667,2.28877,2.32577,2.43003,2.48698,1.25521,1.24493,1.31033,1.34769,1.76588,1.02332,1.31096,1.36417,1.35657,1.04993,1.35828,1.39634,-9999,-9999
20080327,2.113,1.0,322.964,154.789,1.0,275.384,1.0,2.155,1.0,89.266,0.854167,0.2,1.0,0.982,0.8125,0.119207222222,0.75,83.0702883333,1.0,280.022287708,1.0,250.512454375,1.0,19.9024670833,1.0,25.3363737292,1.0,321.765625,1.0,438.156,1.0,2.747,2.624,2.389,1.0,1.0,1.0,26.11,32.305,34.892,1.0,1.0,1.0,7.46216,1.0,22.9571,1.0,41.6955,30.0904,46.4527,1.94316,14.943,1.0,27.14,19.5862,30.2365,1.89078,0.514139,1.0,0.12632,0.514139,0.56693,0.841819,1.0,1.0,1.0,2.58813,2.62822,2.69181,2.79081,1.95772,1.95632,1.97269,2.1541,2.20496,1.40095,1.65006,1.77107,1.57494,1.3321,1.57494,1.65501,-9999,-9999
20080328,3.394,1.0,326.231,226.127,1.0,291.135,1.0,1.643,1.0,90.102,1.0,0.1,1.0,1.258,0.958333,0.123653421053,0.791666666667,140.598147917,1.0,416.036114745,0.979166666667,139.144815687,1.0,37.7320952292,1.0,43.3073139583,1.0,336.337708333,1.0,440.874,1.0,5.538,5.101,3.451,1.0,1.0,1.0,25.96,31.748,34.872,1.0,1.0,1.0,11.9153,1.0,37.7531,1.0,74.6901,51.0525,78.6451,1.83994,33.0984,1.0,65.4813,44.7581,68.9487,2.26214,0.683884,0.958333,0.128709,0.683884,0.761833,1.05464,0.958333,0.958333,0.979167,2.76892,2.78521,2.84163,2.95951,1.80564,1.90202,1.95872,2.08503,2.60503,1.78119,1.88364,2.15348,1.98672,1.87311,1.98264,2.09991,-9999,-9999
20080329,4.441,1.0,329.486,199.013,1.0,268.366,1.0,2.572,1.0,90.873,1.0,0.0,1.0,1.058,0.9375,0.162881666667,0.75,94.1497666667,1.0,390.425664375,1.0,157.885828958,1.0,27.2715610833,1.0,36.2764135417,1.0,337.511041667,1.0,456.521,1.0,6.434,6.132,4.6,1.0,1.0,1.0,25.581,30.02,34.681,1.0,1.0,1.0,5.4379,1.0,35.6139,1.0,64.6831,46.68,72.063,1.85528,28.2451,1.0,51.2997,37.0215,57.1526,2.11409,0.875559,1.0,0.133118,0.8663,0.909553,1.33288,1.0,1.0,1.0,2.97925,2.9558,3.01488,3.17589,1.8155,1.83714,1.88514,2.09591,3.04587,2.403,2.54274,2.67944,2.1118,2.0864,2.14065,2.20267,-9999,-9999
20080330,7.295,1.0,332.728,230.928,1.0,235.797,1.0,6.148,1.0,90.654,1.0,0.0,1.0,2.228,0.979167,0.26640275,0.833333333333,79.2882416667,1.0,447.497782917,1.0,121.079635,1.0,33.4004223333,1.0,44.21754375,1.0,343.218958333,1.0,453.719,0.979167,6.088,5.963,4.991,1.0,1.0,1.0,25.091,27.909,34.504,1.0,1.0,1.0,5.06227,1.0,62.8996,1.0,87.379,77.2182,125.48,1.877,10.7028,1.0,14.8681,13.1392,21.3513,2.11316,0.940252,0.979167,0.15615,0.764574,0.88526,1.04321,0.979167,0.979167,0.979167,3.77504,3.67008,3.79356,4.10403,2.90222,2.88997,2.96049,3.07257,3.80768,3.57247,3.69341,3.754,2.84316,2.77628,2.85775,2.8885,-9999,-9999
20080331,8.438,1.0,335.956,203.064,1.0,275.854,1.0,5.143,1.0,90.515,1.0,0.0,1.0,1.91,1.0,0.213740638298,0.979166666667,88.589325625,1.0,385.478545208,1.0,211.411395208,1.0,29.1018098333,1.0,39.6297533333,1.0,350.699375,1.0,454.549,0.979167,7.014,6.756,5.432,1.0,1.0,1.0,24.491,25.986,34.327,1.0,1.0,1.0,8.74001,1.0,42.8266,1.0,57.9132,52.0051,84.7274,2.09447,22.2162,1.0,30.0424,26.9775,43.9522,2.34687,0.769307,1.0,0.203882,0.73103,0.757978,0.854551,1.0,1.0,1.0,4.10389,3.9838,4.1242,4.49537,3.48903,3.26399,3.38582,3.67311,4.19614,4.13383,4.17553,4.21432,3.05033,3.02644,3.05233,3.08548,-9999,-9999
20080401,7.832,1.0,339.169,119.749,1.0,303.653,1.0,2.958,1.0,91.092,1.0,0.0,1.0,1.406,1.0,0.161538695652,0.958333333333,54.8423214583,1.0,228.606228979,1.0,184.489290438,1.0,17.1221258333,1.0,23.264093125,1.0,350.044791667,1.0,451.658,1.0,8.273,7.994,6.314,1.0,1.0,1.0,24.108,24.964,34.153,1.0,1.0,1.0,3.74789,1.0,21.5611,1.0,29.9523,26.182,42.6561,1.51746,16.223,1.0,22.5368,19.6999,32.0953,1.80496,1.44885,1.0,0.154755,1.47014,1.53864,1.57712,1.0,1.0,1.0,4.04769,4.0493,4.11035,4.54783,2.8173,2.58519,2.6439,3.02075,4.17015,4.03967,4.07791,4.14787,2.47025,2.48216,2.49274,2.50764,-9999,-9999
20080402,2.981,1.0,342.367,50.218,1.0,310.77,1.0,0.821,1.0,90.963,1.0,3.0,1.0,1.168,0.979167,0.227424772727,0.916666666667,26.944836875,1.0,94.2058287292,1.0,94.0978037292,1.0,5.7112989375,1.0,9.20660433333,1.0,324.836666667,1.0,459.793,1.0,5.985,6.323,6.434,1.0,1.0,1.0,24.45,26.717,34.309,1.0,1.0,1.0,-9.43596,1.0,7.38598,1.0,10.2605,9.06734,14.6123,1.09612,-0.113838,1.0,-0.153939,-0.206756,-0.138235,1.44598,2.50639,1.0,0.329829,2.50639,2.60132,3.11771,1.0,0.979167,1.0,3.26134,3.23754,3.46665,3.79993,0.639782,0.639782,0.675581,0.791035,3.38253,3.12689,3.17192,3.36922,1.63345,1.63863,1.668,1.71377,-9999,-9999
20080403,1.751,1.0,345.547,104.236,0.958333,313.457,1.0,0.748,1.0,90.95,1.0,2.5,1.0,1.312,0.979167,0.162317446809,0.979166666667,66.3663058333,1.0,180.860427917,1.0,172.962912708,1.0,31.220997125,1.0,28.7776975,1.0,323.362708333,1.0,455.239,1.0,5.34,5.497,5.787,1.0,1.0,1.0,25.453,31.154,35.017,1.0,1.0,1.0,-1.84224,1.0,12.8313,1.0,17.825,15.7522,23.3046,1.25109,8.30417,1.0,11.536,10.1945,15.0823,1.92293,1.228,1.0,0.281834,1.15811,1.38247,1.42627,1.0,1.0,1.0,3.3874,3.30403,3.6192,4.05969,2.71572,2.02188,2.34942,2.66137,2.96697,2.83476,2.91801,3.08745,2.51161,2.53778,2.5635,2.63577,-9999,-9999
20080404,2.464,1.0,348.71,146.638,1.0,300.729,1.0,1.141,1.0,91.265,0.895833,0.2,1.0,1.414,0.833333,0.136729444444,0.75,92.0883297917,1.0,264.521365292,1.0,245.926704875,1.0,17.1095405833,1.0,25.5904929792,1.0,329.688958333,1.0,454.176,1.0,5.8,5.814,5.588,1.0,1.0,1.0,25.341,30.518,35.087,1.0,1.0,1.0,1.63072,1.0,20.7205,1.0,28.0197,25.4373,31.5085,1.90585,22.2194,1.0,30.0467,27.2775,33.7879,2.34505,1.15717,1.0,0.372509,1.10168,1.31924,1.39339,1.0,1.0,1.0,4.01132,3.794,4.31336,4.90399,3.63049,2.5861,3.1629,3.55235,2.74726,2.60188,2.7221,2.89355,2.93608,2.92359,2.97028,3.06951,-9999,-9999
20080405,3.538,1.0,351.856,246.438,1.0,246.84,1.0,2.952,1.0,90.295,0.979167,0.0,1.0,1.208,0.875,0.13218972973,0.770833333333,107.056661667,1.0,478.043202438,1.0,191.378244104,1.0,31.9412490417,1.0,48.8475269167,1.0,339.315833333,1.0,458.302,1.0,6.958,6.789,5.804,1.0,1.0,1.0,24.823,27.861,34.869,1.0,1.0,1.0,5.54964,1.0,42.277,1.0,55.8424,51.3377,61.3492,2.17778,38.4371,0.958333,50.7703,46.6748,55.7769,2.5596,0.559209,0.979167,0.38613,0.475537,0.559209,0.656229,0.979167,0.979167,0.958333,4.80006,4.36632,5.16148,5.81337,5.12987,3.94074,4.60227,5.14642,2.48195,2.14403,2.41859,2.53119,3.4337,3.25599,3.42816,3.49163,-9999,-9999
20080406,0.956,1.0,354.982,73.951,1.0,305.813,1.0,0.567,1.0,89.183,1.0,4.0,1.0,1.021,0.979167,0.142645348837,0.895833333333,49.1383166667,1.0,134.056397938,1.0,132.758718979,1.0,8.0500885625,1.0,13.2147354167,1.0,317.411458333,1.0,465.859,1.0,5.048,5.515,5.996,1.0,1.0,1.0,25.221,29.307,34.969,1.0,1.0,1.0,-9.94095,1.0,4.84056,1.0,6.33572,5.6808,7.02425,0.876177,2.8072,1.0,3.67429,3.29448,4.07359,1.97826,2.01996,1.0,0.428992,1.74953,1.89944,2.11685,1.0,1.0,1.0,4.22366,3.93267,4.35597,4.73544,2.69387,2.09295,2.49717,2.60644,2.4195,1.56123,1.99032,2.21291,1.64673,1.54505,1.70354,2.09031,-9999,-9999
20080407,-0.896,1.0,358.087,138.037,1.0,270.85,1.0,0.866,1.0,89.262,0.770833,5.3,1.0,0.874,0.479167,-9999,-9999,0.604487479167,1.0,274.27789375,1.0,53.7922073542,1.0,56.2692020625,1.0,115.33668875,1.0,292.945625,1.0,457.2,1.0,3.918,4.355,5.398,1.0,1.0,1.0,25.835,31.669,35.349,1.0,1.0,1.0,-10.2122,1.0,13.7837,0.958333,18.2064,16.7378,20.9601,1.30251,6.05386,0.979167,7.99635,7.35131,9.2058,1.91296,1.88061,0.895833,0.472827,0.796752,1.79814,2.14852,0.895833,0.895833,0.895833,3.92971,3.6577,4.03675,4.19229,2.34184,2.00939,2.25821,2.87503,2.89211,1.44358,1.66719,2.35217,2.73378,2.36072,2.73392,3.74919,-9999,-9999
20080408,0.837,1.0,361.173,208.591,1.0,238.012,1.0,1.857,1.0,89.49,1.0,0.0,1.0,0.834,0.854167,0.190047894737,0.791666666667,44.6508533333,1.0,404.525583188,1.0,252.510791521,1.0,197.938186833,1.0,98.7192485625,1.0,303.233333333,1.0,464.075,1.0,4.07,4.036,4.645,1.0,1.0,1.0,26.454,32.516,35.484,1.0,1.0,1.0,3.48088,1.0,28.3421,0.916667,38.3262,34.4163,43.0984,2.11564,1.58311,0.9375,2.14079,1.92239,2.40735,2.33579,0.674901,0.958333,0.427747,0.666621,0.743019,0.887869,0.9375,0.958333,0.958333,5.21249,4.69341,5.19133,5.28802,4.78008,4.17674,4.38586,4.66042,3.95384,2.03631,2.36477,3.21422,4.7953,3.74322,4.07039,5.42499,-9999,-9999
20080409,6.559,1.0,364.236,183.749,1.0,254.05,1.0,3.969,1.0,89.16,1.0,0.0,1.0,2.228,0.958333,0.289134761905,0.875,69.5282775,1.0,367.375000333,1.0,195.174668667,1.0,22.9762782708,1.0,32.718249875,1.0,335.5525,1.0,458.104,1.0,5.804,5.514,4.853,1.0,1.0,1.0,25.964,32.557,35.432,1.0,1.0,1.0,5.00331,1.0,53.5413,1.0,77.6951,65.0162,81.5734,2.54011,-4.69089,1.0,-6.19605,-7.14685,-5.69623,2.49186,-0.3812,1.0,0.538994,-0.595597,-0.417321,-0.332214,1.0,1.0,1.0,7.8855,6.83055,7.47339,7.8578,8.38977,7.19368,7.93072,8.18599,5.84039,3.24056,4.45894,5.27564,5.86352,4.37248,5.16713,5.97562,-9999,-9999
20080410,8.641,1.0,367.277,216.201,1.0,260.748,1.0,4.959,1.0,89.028,0.9375,0.0,1.0,1.954,0.916667,0.370501190476,0.875,87.7487491667,1.0,423.667435312,1.0,211.171331146,1.0,27.3987145833,1.0,41.5571878542,1.0,347.642916667,1.0,461.646,1.0,6.946,6.582,5.485,1.0,1.0,1.0,25.266,28.567,35.168,1.0,1.0,1.0,9.18493,1.0,58.051,0.958333,83.8231,70.4923,88.4441,2.58247,-3.3027,0.979167,-4.76896,-5.03186,-4.01053,2.47038,0.333049,0.916667,0.561705,0.112199,0.162275,0.213487,0.916667,0.916667,0.916667,9.38334,7.63423,8.72062,9.06904,9.05466,7.6108,8.57222,8.89762,6.2096,4.26282,5.27697,6.08368,6.82152,5.48776,6.22001,6.82152,-9999,-9999
20080411,9.811,1.0,370.296,186.124,1.0,290.235,1.0,4.747,1.0,89.091,0.875,0.6,1.0,1.95,0.854167,0.383700666667,0.625,87.4464215833,1.0,365.866041,1.0,254.699318292,1.0,22.9772314167,1.0,35.2969945833,1.0,353.615625,1.0,459.083,1.0,7.916,7.626,6.316,1.0,1.0,1.0,24.713,26.086,34.895,1.0,1.0,1.0,9.19248,1.0,62.8771,1.0,90.792,82.2986,95.7971,2.49807,-3.09018,1.0,-4.37484,-4.69908,-3.75246,2.70353,0.509393,0.916667,0.505438,-0.19614,0.414345,0.436516,0.916667,0.916667,0.916667,9.75992,7.97591,9.10801,9.44688,9.16502,7.96577,8.85618,9.08885,5.37405,4.55762,4.86175,5.29357,5.90007,5.33363,5.64761,5.90007,-9999,-9999
20080412,3.412,1.0,373.29,83.431,1.0,323.091,1.0,1.087,1.0,90.154,1.0,0.3,1.0,1.742,0.979167,0.175804888889,0.9375,60.0480879167,1.0,158.078133021,1.0,157.940454063,1.0,8.60597260417,1.0,14.8295197917,1.0,331.644375,1.0,456.821,1.0,7.155,7.313,6.82,1.0,1.0,1.0,24.774,26.497,34.922,1.0,1.0,1.0,-6.56158,1.0,15.409,1.0,21.8149,20.1686,23.4317,1.26104,7.23894,1.0,10.2483,9.4749,11.0079,2.34168,0.589818,1.0,0.504829,0.298635,0.589818,0.929212,1.0,1.0,1.0,6.29909,5.70737,5.90635,6.05193,5.60499,4.81312,5.59006,5.63546,4.01111,3.59721,3.6462,3.95112,4.00575,3.7996,3.86398,4.00049,-9999,-9999
20080413,4.529,1.0,376.26,229.849,1.0,243.669,1.0,2.606,1.0,90.583,1.0,0.0,1.0,0.963,0.9375,0.149142857143,0.875,91.1842333333,1.0,443.168738333,1.0,227.542050833,1.0,25.9912754167,1.0,44.1291458333,1.0,338.204375,1.0,462.049,1.0,7.542,7.433,6.608,1.0,1.0,1.0,24.616,25.729,34.875,1.0,1.0,1.0,5.47487,1.0,43.7352,1.0,61.917,57.2442,66.5059,2.27135,29.2971,1.0,41.4765,38.3463,44.5506,2.41664,-1.04339,1.0,0.559,-1.23838,-1.06661,-0.862295,1.0,1.0,1.0,6.94479,6.41046,6.56601,6.66228,7.73076,7.48597,7.5704,7.73693,4.4608,3.71098,3.821,4.24631,6.51824,6.04978,6.16968,6.41407,-9999,-9999
20080414,5.222,1.0,379.204,236.281,1.0,258.876,1.0,4.087,1.0,90.337,0.979167,5.3,1.0,1.319,0.958333,0.192975,0.791666666667,107.898189167,1.0,456.700251375,1.0,161.198891375,1.0,27.1734155417,1.0,46.9067220833,1.0,340.351666667,1.0,460.071,1.0,7.611,7.61,6.806,1.0,1.0,1.0,24.236,24.605,34.522,1.0,1.0,1.0,1.76418,1.0,50.4191,1.0,71.3795,65.9925,76.6697,2.35376,19.2428,1.0,27.2424,25.1865,29.2615,2.55693,-0.0929492,0.979167,0.687997,-0.83439,-0.0929492,0.0810613,0.979167,0.979167,0.979167,7.54553,7.0427,7.3281,7.42054,7.57457,6.93662,7.54818,7.93718,5.20293,4.46068,4.67599,5.2435,6.71745,6.19162,6.31274,6.66682,-9999,-9999
